warehouse_id,region,shipments_per_day,delivery_time_hours,delayed_shipments
4,West,139,54.719327031578835,37
18,South,137,18.060714516670316,30
28,South,361,11.671968540695206,12
13,East,415,32.812983686196986,42
5,North,430,45.95927135151287,10
20,South,422,21.669833202110613,11
20,West,258,10.010321284675117,22
4,West,172,32.73814739895315,46
16,South,221,69.33141422514507,28
21,North,268,69.7120130780576,8
25,East,467,51.60799526829837,13
25,South,383,56.4007390066497,31
20,West,415,16.245709588064134,2
27,West,69,28.225774792524998,6
9,South,272,44.33279077137083,5
24,East,347,54.529163524271134,34
29,West,158,13.663745346875803,26
21,East,378,34.03398608149088,27
24,West,358,13.392806630398988,22
29,East,298,46.335099707502934,9
7,South,107,56.05135450739493,16
18,East,162,60.331592978037946,14
10,South,82,53.26556094360771,13
15,East,167,13.14016075021036,10
29,South,364,59.98883564252524,28
24,West,267,25.408973995154387,17
9,East,481,60.503643104030054,25
18,South,29,19.563043288798987,46
11,North,131,35.2992279375661,24
12,West,261,42.36002092624235,39
2,East,464,4.430508289217642,42
26,East,496,65.25861957732305,0
9,North,450,37.80803005208554,2
17,South,393,15.44292387927288,18
3,North,68,13.256834980260756,10
14,North,68,50.05837684309388,27
3,South,351,7.72131839929686,17
6,East,52,32.78752032540754,45
11,East,106,39.819353976929584,13
23,East,353,18.31917535114064,12
3,North,298,11.043989710030218,18
15,South,200,36.349457745619844,43
8,East,312,25.822943866068645,31
2,South,297,11.816913365145384,42
11,North,240,16.726152120685967,32
14,East,149,34.965777694643315,5
3,West,423,11.313527848541506,29
29,North,24,67.5283532360876,9
10,South,494,56.281907427983626,29
18,West,278,24.78904859590504,8
18,West,357,20.084903347242015,5
12,West,224,63.200685477206626,44
27,East,489,31.88496372616032,5
22,East,224,62.3902476566716,19
19,East,287,53.97194637798048,16
19,West,435,8.448260573530089,1
9,East,461,58.952275583731435,1
1,West,474,39.79167302850383,9
25,North,89,49.43200983451691,0
12,North,59,17.33031264310005,33
27,South,376,2.0189402807285854,46
2,East,153,25.35816652479446,35
2,West,82,15.343913682034442,39
5,West,428,32.465156019571,19
22,South,110,8.362846773478546,31
24,North,216,64.65324105236445,16
1,South,268,10.310671012577323,38
12,West,358,55.492945139177216,21
5,West,476,67.75271721670497,4
28,North,325,12.375992647841466,0
26,East,443,26.253375551323746,30
14,South,20,53.174374166774065,17
8,East,193,52.01234546310767,4
11,North,348,4.617653519220492,24
18,South,442,6.948583839413349,6
10,South,157,10.409774262875722,13
9,East,132,41.76153059233903,6
15,West,254,5.853017593707375,29
10,East,324,43.18869635471786,16
4,East,33,25.972338859667897,12
11,West,65,48.85873033728276,23
23,South,59,56.74296335097695,35
17,West,492,57.39795267398725,11
29,West,133,4.634437695479618,17
18,North,166,68.30367289654139,22
17,East,261,43.06524007508073,21
24,East,36,64.69893668288613,24
1,North,229,45.06016269865978,43
25,West,449,35.888191949266435,24
12,South,251,53.08100310895535,35
23,South,389,17.359488406186514,20
15,North,476,9.225835611154228,47
21,West,212,8.33487537864363,45
17,East,89,61.43952479180258,28
20,West,313,65.87113543640628,7
29,South,377,59.00897992599115,48
3,East,378,65.31035416093984,4
7,West,400,70.93430300477806,1
28,East,164,38.824121592293544,22
1,North,92,12.771639880673673,1
26,West,144,44.554856325760944,21
20,West,286,26.772528875266357,20
11,South,328,26.251401750453343,43
5,North,395,52.946567760629655,48
3,South,165,8.345548166680713,16
21,East,384,4.627205667709621,39
20,West,257,50.6692127496262,30
21,East,248,20.2510849837882,24
9,South,154,28.985083662126133,6
28,West,438,23.534308946123826,24
24,South,191,45.03888458868505,17
8,East,346,12.816087738339252,31
2,East,314,52.44116381298764,7
19,North,30,66.74488696327013,46
16,East,144,60.527608166254076,13
16,West,285,65.49258785928367,47
27,East,147,67.59495998104063,5
4,South,373,28.063392765411365,22
10,West,363,57.70181266114641,14
28,West,95,36.637793041919394,21
17,North,412,20.884121889002994,35
25,North,489,54.281741690326506,2
15,South,377,19.089000380946825,44
18,West,129,9.673437703273859,43
28,South,243,51.323369112853165,8
2,North,27,22.128850951662567,4
8,South,195,23.41431418484508,11
10,South,40,63.67859833694459,28
25,North,227,11.487745776453076,0
1,West,116,55.539221250287305,32
18,South,364,29.03487782692875,20
16,South,262,64.51072456582702,20
10,West,122,32.82409406141639,26
5,North,281,30.631602360948456,1
9,West,78,32.09062779610572,7
10,North,471,60.63833191745897,11
5,South,42,2.735714380522021,21
7,West,348,51.34041138697793,48
6,East,119,16.366821978027104,8
14,East,478,63.74878619933697,43
22,South,137,28.31486578940495,37
18,South,438,25.726890438792076,28
13,East,415,51.883706754140185,2
10,West,246,52.57143107388925,21
14,West,474,46.35976878064237,3
8,West,204,25.086575934518674,28
22,North,176,44.72471362230153,40
14,East,232,5.7986145545556464,12
4,East,342,68.86258665420613,23
23,North,80,33.6898268357957,1
9,South,272,23.313442626852922,2
23,North,80,62.25452889675681,14
6,West,393,24.692039034883088,23
2,South,235,71.80213957959262,49
3,South,49,50.341968344784064,25
23,East,274,47.47046251513867,7
11,North,302,12.629959204274773,39
29,South,496,44.69038914101558,46
17,North,399,12.858745387772839,4
29,South,49,56.85229096122029,7
1,West,375,11.688167757432154,45
3,North,202,27.118289450355316,38
14,West,170,35.37129489248805,45
11,North,312,58.36354945148237,31
21,South,429,46.29321394282626,30
16,North,261,54.357715244872736,7
14,South,439,19.07818773207338,16
28,South,239,18.608441390138285,22
19,North,82,28.643395507019587,38
9,East,440,3.3076608381637134,49
23,West,454,60.14928936758845,12
2,North,343,27.897805754773746,43
26,South,368,6.728754632466192,14
10,South,225,63.055082564105355,44
3,West,383,69.74784818841253,27
15,South,210,47.26091765065822,47
12,North,312,26.961179295240342,29
19,East,116,30.962989059553127,14
9,East,134,19.930896443954964,37
14,West,50,51.78927455528877,7
15,South,225,26.925045299146525,45
23,West,172,4.273865532924274,14
11,West,476,5.231352675546635,37
11,South,172,45.03246946995891,38
3,East,380,22.326880509786037,33
11,South,193,13.80141468055232,35
1,West,492,40.66555350078401,19
27,South,305,21.49055460010312,43
4,West,423,7.133470616467953,12
21,South,298,15.550767334433937,43
25,South,146,56.453470391632344,44
20,West,404,61.64080268987672,46
10,East,162,63.05033402436257,20
18,East,40,39.438301309512404,46
1,East,305,68.566579244613,22
21,West,274,12.61681753501539,45
3,West,30,49.48493104388471,2
25,North,133,51.298310394727245,21
3,East,237,5.722978223790819,28
19,South,455,21.77133489324564,39
18,North,433,68.43336948649937,29
13,West,156,55.132023379156905,23
3,South,88,5.828575080255043,24
25,West,66,39.855568148861906,11
23,South,258,47.403552724319375,49
18,North,181,70.11583765577664,19
19,South,52,52.150389104726486,32
8,South,397,46.705776830443945,38
14,North,84,65.59692251868347,21
26,West,198,48.26560874348732,45
24,East,482,67.24854425188784,18
26,West,434,36.49433116965569,31
1,West,398,52.29955215942967,25
1,West,331,46.22282608118453,43
8,South,223,40.676821642629406,6
12,East,474,24.686621151222006,7
8,South,64,65.26449004443498,10
11,South,52,20.903125660220937,39
14,West,125,13.157260165718409,15
18,South,499,51.84350778715321,8
12,West,70,40.25869872778213,40
8,North,152,20.400246489836377,3
1,East,313,62.92153593425367,10
21,West,152,22.034495093268973,9
10,West,75,6.464745181551128,28
5,South,356,3.0756701982822015,40
29,West,474,66.59985094128203,4
14,East,108,30.15246700544104,2
8,West,428,16.944223461384887,12
24,South,470,41.697099010150865,15
26,North,327,36.15199653316255,40
12,East,311,71.98898573233188,7
4,West,395,64.19534828024814,27
18,North,495,20.977160934972062,23
15,East,170,50.839663411395485,37
6,East,411,29.102229050228072,1
11,West,434,27.510636401578413,5
13,East,338,27.697513017565445,18
20,South,40,46.7478619571753,17
2,North,256,39.65887087793983,37
9,West,118,54.853494546288665,23
9,South,380,12.7090092366015,38
23,South,125,31.77989325169651,19
2,North,397,62.22261389172269,23
3,East,325,2.221507262888644,1
25,North,432,45.64445741735039,35
24,South,335,57.00159149543585,15
27,West,470,28.869813033983057,34
10,South,319,63.85311918414871,6
18,East,236,53.49841920155553,29
21,West,277,44.42337338238292,34
18,South,127,15.88257347731567,38
27,South,380,48.90727593744898,42
28,West,373,60.36368072584443,15
1,West,162,53.09363311221078,15
25,South,250,42.23998040143692,23
15,South,442,52.020378712481815,13
13,South,443,70.382200119249,15
15,West,194,2.756303871436957,31
23,South,223,48.475003300426884,6
4,North,327,57.509480649775064,24
19,South,363,46.722406796229514,22
3,East,153,21.116446737892385,1
13,West,217,59.59301775885177,8
7,East,195,65.93093801190267,36
26,North,205,49.84533122412204,41
28,South,120,37.77169435504046,31
25,West,237,27.64246145017426,42
12,North,150,25.103973056965515,21
23,North,371,52.62593518321085,17
29,East,193,44.49863745553576,41
2,East,165,12.979540132540562,45
16,West,203,11.876765189080233,22
22,North,367,6.976944256810371,8
8,South,436,49.84583433108988,26
23,East,164,24.00550597070339,33
12,South,307,3.416972827906111,8
2,South,95,25.638491499644,20
16,West,376,60.248165638847894,16
23,North,232,19.336377113349236,4
15,North,405,46.348457626247885,13
28,South,173,32.776982805892594,17
9,West,186,40.42271208048513,23
27,East,466,43.70408953641331,8
28,East,420,33.8367686557277,30
15,East,135,6.049908933502831,20
3,East,119,41.738679185079135,34
11,South,53,29.826736866425314,25
19,East,38,15.991593383977271,16
15,East,337,64.75557431632569,3
21,North,435,53.52470319823323,6
25,East,325,21.88477731606921,2
27,North,105,39.7270023151319,40
1,East,320,69.41792195081777,30
7,North,250,19.182310034712586,20
23,South,457,68.31691357126067,13
4,East,397,49.83529416071432,43
22,West,101,39.858565286552945,26
1,West,390,70.82453847627538,37
26,North,363,25.359620299920437,22
27,East,276,21.476183120563416,9
20,South,341,25.771529254098933,45
11,South,187,54.560088133131266,20
19,South,171,25.590458319321968,49
12,South,251,9.193364957372928,2
28,East,71,47.1018467513899,47
21,South,21,17.60885201629427,10
8,East,208,2.2914149228624128,12
13,South,430,15.941020571372539,8
5,West,213,59.340180026057766,45
1,East,362,67.81736739073452,14
18,South,436,48.336695814070765,1
2,South,437,23.734284881685927,23
9,North,465,32.5548142832223,12
13,South,307,15.61841186586109,23
26,West,278,63.654454636911254,22
13,East,74,48.59070939532729,49
23,North,302,7.908881816415485,33
15,South,223,27.68535785453877,2
20,South,27,39.66158177563084,13
9,North,295,57.81310567003335,25
29,East,199,66.43532205572647,0
15,West,292,11.287139630435417,28
25,North,128,60.41888921337955,11
7,North,308,6.604864380369376,4
11,South,330,18.834332958560495,40
25,West,222,3.4708604459918497,6
25,East,348,6.4679868997132814,34
23,East,117,4.2694129403374,6
5,West,383,12.22055019644256,46
9,North,474,63.35696527074642,24
14,West,419,21.867861114240025,31
19,North,366,35.580074115396044,27
15,South,98,36.09814577527192,42
16,West,339,71.66840534997513,25
20,West,107,27.527103750734028,9
15,South,376,20.556952978676524,32
22,North,388,69.42712898825658,8
23,North,187,43.47679529681378,34
15,West,205,22.26370072559299,5
26,West,102,22.12401556360782,17
24,East,42,8.045389581757776,3
4,North,122,40.98080464548771,18
25,South,370,52.65815195368753,5
19,North,369,35.229965854626094,32
19,East,26,63.91058186089211,3
28,East,462,35.87753487172005,32
5,West,128,26.245083651622174,48
2,East,334,19.554799482611738,3
1,East,389,19.03053284468732,20
9,East,278,24.1559777020773,27
8,South,131,71.43824299162328,6
12,West,305,27.257856788112584,7
3,East,271,38.72199267647606,34
27,South,413,21.227259242575762,11
21,West,117,12.04751050422177,18
8,West,32,47.20834081113725,41
18,South,186,40.165402880884685,37
23,East,96,6.747847124817479,17
9,East,467,63.79508362902588,27
4,West,300,37.53969381194507,37
29,South,188,25.472384791648025,31
16,West,245,56.55513335758311,29
18,South,443,9.846314996145082,31
25,East,337,35.16461266111487,21
10,West,59,40.41407423653821,49
17,South,437,56.25874917982499,4
22,North,354,27.917123684609766,42
8,North,22,61.84747910473879,6
2,South,455,50.837103696326416,8
10,South,270,55.97527526490591,2
12,South,321,69.83543499539387,18
7,North,361,61.13275106087769,43
7,South,117,26.27518577896666,17
13,East,344,47.206774225640736,29
19,North,316,62.802811428669045,46
10,South,489,38.75851088507539,36
20,North,335,49.79598950851675,7
24,North,176,14.058282456510124,28
6,North,411,59.11399936907805,43
27,East,373,55.022244191128685,16
13,East,23,64.22257105162893,18
29,West,300,51.7104126319908,13
18,East,271,63.383041578765216,15
16,North,453,13.35512677205132,14
22,South,274,58.95531507579904,35
7,West,426,68.70770805209733,17
8,North,428,59.085542767823526,39
8,South,373,45.06595522247857,36
16,West,345,66.85500727245902,30
8,West,117,8.6140428618582,48
15,South,168,3.1805218178275503,39
8,West,127,69.57241506698162,12
6,East,369,49.810363515845914,8
1,South,142,9.991652038928773,45
16,South,331,25.80085984738416,48
13,East,278,54.416145855538886,37
4,South,98,54.52712958920815,6
18,East,424,13.899407945905873,32
29,West,230,34.910336649156584,23
26,North,486,58.51177678578976,35
7,South,196,69.6758085221758,26
1,East,321,45.579591152578814,42
5,North,401,46.669334337573076,9
26,North,394,34.85445087926991,12
8,East,353,39.7340596191988,21
4,South,87,8.925350642681543,44
7,South,306,26.471166122561318,5
16,South,321,37.51055907112975,49
5,West,478,21.24868622889663,20
17,South,447,27.18803219704315,26
11,East,320,69.98376518328456,43
27,North,478,2.364171423607184,33
18,South,452,23.1850407836008,5
5,West,279,42.87678112143287,6
29,East,144,21.527681865470424,34
23,East,227,49.352469835275315,29
23,West,460,22.949255629803638,10
25,South,331,46.67453921798716,29
3,South,185,61.490381748037976,20
20,North,281,48.105075888685846,40
3,East,357,5.491917983144873,45
29,East,236,57.6649358730403,10
12,North,427,16.896096088073996,5
24,South,455,46.435416513862926,18
15,South,314,47.271357746026474,46
28,South,130,58.261597297333005,24
9,South,92,37.407618428521836,31
14,North,184,28.31743621431286,26
8,West,117,38.261975524065,45
18,West,437,40.202985250735786,11
10,East,402,59.507670086024746,12
17,South,59,16.35497078081177,4
15,North,267,61.27824805027365,11
29,West,187,27.599532777645617,48
21,West,312,54.070361841917624,25
2,North,145,25.499880936900016,34
3,East,495,51.62197443428974,17
9,North,69,57.94255242750043,17
19,East,286,41.06458287324714,40
17,South,225,45.36812360799974,2
25,East,334,51.54323996173627,25
2,South,429,50.18991531220654,42
26,South,463,52.91908852201733,47
6,South,271,61.47727378406278,14
11,North,27,17.436149274046148,37
29,West,303,17.031205581757725,25
28,North,231,69.94776912620476,40
11,North,79,61.5924459259106,0
23,West,275,43.419359475012406,13
9,West,364,2.572515761501445,34
28,West,285,61.83307617650594,8
28,West,82,54.61175992406037,26
16,South,208,68.94633280271796,40
24,West,350,2.9213277035610723,31
22,North,173,3.9968019985316077,4
20,South,170,38.221535694992475,31
20,North,466,61.92344465020301,30
14,South,166,71.3921464244828,5
20,South,165,24.401766019471072,30
11,East,197,4.545458012125781,30
10,South,166,15.685561613934471,43
2,East,250,63.39072585290455,38
7,East,251,34.65152650773351,6
1,South,290,61.73148693708934,9
5,West,35,33.07358040708998,47
15,West,423,5.737286920801087,48
11,North,166,45.23026611710367,30
20,North,478,32.49763472947535,44
18,East,474,36.39472390326427,4
9,South,422,68.42795207667992,31
28,South,363,33.995249201694406,13
1,South,306,57.7569230695797,40
20,East,455,6.123879341085007,13
6,South,195,35.53272661636986,7
20,North,27,43.06863839755425,19
26,West,69,9.92617646479896,41
10,East,208,23.15633236039876,40
4,West,107,53.77155552006382,38
18,East,411,14.873465830655196,9
27,West,32,10.991596069204128,9
12,East,221,22.94928572055004,7
26,West,166,62.12731765609558,16
25,North,453,55.40604497792483,37
9,North,426,56.376110446769495,12
17,East,460,24.572026580088814,36
29,North,381,8.92573447200718,35
17,West,372,4.236692349308712,20
14,North,177,43.03388968997835,43
24,North,497,51.159991315333464,46
9,West,432,28.452379682375657,1
27,West,80,39.0203237426919,29
19,South,54,21.53027095311156,46
13,South,412,27.50115525794441,18
3,East,475,53.087129545042615,39
18,East,387,52.27541544397386,14
9,South,300,3.9664194245141573,23
16,West,396,68.09620959415986,41
18,East,125,20.830834147506536,12
7,West,339,65.53105501918063,23
29,South,390,37.832778395048926,0
18,South,129,36.94274112545046,42
14,East,312,33.542921455236325,17
10,South,313,66.56991730923698,17
10,East,283,16.567558908929982,38
6,North,493,44.815162049410915,36
3,West,350,24.244712519733234,45
17,West,443,66.06670337381784,10
22,West,298,13.853838042042714,27
2,North,243,49.333284069768055,10
7,South,192,31.52309073536811,31
12,South,148,48.285600599775066,33
25,North,452,13.03252620082112,40
1,North,265,29.556136010867085,0
20,South,28,9.50837615418162,14
5,North,315,69.81438876046698,23
13,South,175,16.979468292124253,39
25,North,116,71.52582883632897,1
19,North,371,31.294871035965564,5
6,South,155,7.00843888140405,1
5,South,312,3.2302627794044785,16
5,South,229,43.926946040715336,6
18,South,474,45.03107594183103,2
10,East,293,38.73552149378786,23
21,East,131,6.6479422642479085,11
19,South,223,25.205305807193632,17
2,West,471,27.134956443818187,7
11,West,96,51.337171290806246,43
22,East,94,31.319830763981845,25
1,North,99,42.10769771284163,0
6,South,63,22.043123929047876,0
14,East,97,52.81872148369197,41
24,West,419,5.273614042913536,2
3,South,455,71.19529798027878,41
26,North,200,46.904481134079425,3
7,North,233,12.420282331811633,23
15,West,293,52.22435719419745,11
28,West,443,57.05900167574851,13
19,South,208,57.201719583565236,39
29,East,300,20.95125113078012,23
22,South,54,69.10463996518779,29
7,South,90,3.2416516546042233,38
27,North,231,28.588761294917123,32
3,South,302,9.295271912073485,48
11,East,240,28.94015842465575,20
5,South,157,6.005749799400002,14
14,West,94,47.14858106224656,46
3,South,423,6.372280978479934,31
4,West,180,45.10927546173921,36
5,North,254,18.385898123267914,30
28,North,265,14.540351291472948,0
23,North,224,26.290060474783445,32
4,North,355,46.86727202098071,33
4,East,414,42.47403418262248,42
29,North,472,49.63301169643165,43
2,South,342,66.32866859237541,10
5,North,206,16.231222495917066,39
3,West,469,30.934997896644603,35
14,West,456,20.60744314829838,33
4,East,441,43.0443596207065,8
27,East,157,21.838055557745058,30
28,North,25,41.06116915367949,28
16,North,232,59.621466133732355,12
24,West,114,40.56618202020063,9
4,North,437,60.66903947645325,8
6,North,68,44.794514230434835,44
19,South,274,62.92098843600522,2
17,South,307,67.1291961970938,48
4,East,304,37.546900870926365,17
22,North,397,57.34522017995623,26
25,North,468,34.81708117251381,31
21,West,436,51.36356447348061,7
12,South,249,4.62555063182757,12
7,North,292,69.68387146365964,17
16,South,117,64.60334223093244,25
28,East,68,64.53011539982421,15
14,West,163,21.68759018642198,20
13,East,154,21.821707086921883,45
11,North,247,30.182052864333038,24
11,North,288,63.61326799647007,44
1,North,231,62.10473956492729,3
8,South,407,22.262197997521763,32
13,South,338,39.92433182399832,29
4,East,216,35.261910267568496,30
24,South,483,47.547262954595375,32
25,North,143,16.97299367767471,5
19,East,348,7.95354424957857,14
20,West,254,3.9078585678112403,14
6,North,351,28.699212023900277,38
3,South,97,68.26282788160098,30
9,South,290,49.937001722394875,8
19,North,408,54.43911195285934,31
7,North,317,68.16145385917888,44
23,East,293,31.543607492631523,37
11,West,347,35.20575486663145,41
15,South,155,27.1678769496922,20
15,South,492,14.696086364159235,11
21,East,343,55.64757608787734,34
22,East,390,65.46800550517118,14
17,West,173,58.97128971690195,42
15,West,94,5.340411281342686,27
12,West,345,22.940132050103255,31
19,South,436,43.4459908682883,25
3,East,41,24.902956427992528,9
2,South,275,12.508321699678483,40
1,South,496,39.6854168220373,22
25,East,88,38.50445208324858,0
4,West,148,51.69260094533393,15
24,East,361,71.99070403520125,20
7,East,54,47.37669024330701,46
29,South,203,24.181988701486993,16
12,East,242,68.94668100626326,19
22,South,145,41.99103333119543,25
17,West,342,47.20152790486089,16
3,West,150,27.02926840286927,24
21,North,218,33.62854682251685,24
29,East,148,31.304166083382434,3
17,West,317,67.53510359098048,27
17,South,77,58.67130939630319,0
28,South,363,8.349284522133027,13
10,South,248,23.970645867726358,21
15,West,241,5.8981978150677286,13
9,East,243,38.173154696823296,14
17,East,371,21.5597003511117,4
4,West,104,7.138013577781171,14
24,West,259,56.04063702605449,43
9,North,467,8.378975662064681,46
6,East,483,21.00946949900606,33
15,North,279,56.01460600263695,28
12,North,36,37.81003292792837,21
24,North,96,59.19811059785811,15
22,North,374,31.013688106140815,6
8,East,443,59.040355025969184,0
23,North,437,39.67145882672861,6
9,East,459,8.156770024992474,41
27,West,30,35.0043347168531,21
9,East,492,40.74805336393576,49
18,West,315,44.84711741312108,7
21,East,497,66.95182994078503,37
28,East,160,14.849007887420159,0
2,East,171,44.42195926394694,22
22,South,119,54.641570035788185,31
20,East,309,64.29684921861855,24
24,West,155,38.77142650435857,44
10,East,266,16.976537222848656,7
4,North,229,59.237749367996166,23
6,West,410,65.35335158000238,35
12,North,337,9.445767354072784,4
13,West,65,18.080178543354393,46
17,North,233,63.00242830613302,36
20,West,218,35.90908962899169,23
20,North,146,13.837029911060732,42
6,North,401,47.17062177620391,41
15,West,32,34.080224747025134,40
8,West,405,69.75715761061316,7
29,West,255,17.589991037100624,1
4,North,277,27.351330798004188,31
4,East,48,13.63058455596257,22
3,West,366,5.481277882759172,31
27,West,357,21.173232860371783,47
27,East,461,59.38795582831324,2
29,North,21,20.706307795982386,49
16,South,462,50.74401433719075,17
8,South,456,38.82164167844964,41
6,East,215,38.379701201981085,49
20,East,336,56.708028022211295,34
13,South,452,45.24375051570092,27
16,South,193,13.189901019223939,19
21,North,347,17.453498414426008,21
18,South,119,40.06492740442186,0
9,North,78,61.17202551414615,41
24,West,323,12.662348376409998,7
2,East,412,9.482672651768421,7
24,West,421,38.227696125162254,19
6,East,325,15.20556527101726,16
14,West,361,71.59649629146568,14
17,North,256,2.3050803838533875,42
26,East,222,33.4204261230869,47
15,West,174,13.377901831903396,21
20,East,435,49.67552000783137,15
5,North,341,46.10941622043758,32
2,South,85,58.494748678558764,23
26,West,241,41.438209931960664,19
12,East,297,15.255799285123986,29
5,South,361,5.732031076010044,32
1,South,171,52.55027418360014,24
2,East,366,32.79453040081073,45
1,South,222,17.554898340664323,45
11,East,416,19.62752597714525,35
2,East,397,12.431873367084885,7
29,North,238,21.850623407356753,29
27,East,162,57.441497498977,15
11,West,387,45.44620454895456,39
2,North,452,71.11788167668932,14
7,North,164,38.699686459416824,26
7,North,314,38.50427525129404,49
7,North,220,15.397024293124513,44
2,West,106,43.05188699732993,9
16,West,23,44.58573641829134,23
3,North,460,16.45717448306649,30
2,South,34,8.157625195839266,37
5,West,190,27.813990478756473,18
29,West,399,14.047242037591609,0
3,North,434,37.22432098384662,1
26,West,281,38.82768784848074,38
6,North,493,44.570910700888334,11
22,South,462,44.19816978851677,29
27,North,340,49.24146909538416,39
5,South,361,18.131842113244698,12
18,West,49,53.159012216050414,24
8,South,333,38.737633664477634,32
13,North,105,32.61141725371772,24
22,East,244,47.352679551798815,17
2,West,75,37.088248293518,7
28,East,216,38.79676212244798,31
13,North,439,3.6273465409965535,11
17,East,321,58.14257819626656,18
6,West,477,31.692310472746588,20
2,North,404,38.26535439402159,43
20,North,264,29.293737014947986,1
12,South,415,40.60713321552037,46
16,North,388,5.7829670337794985,10
4,North,86,28.873634297981507,24
16,East,144,48.80744544882186,0
13,South,29,67.69122726722323,34
14,South,20,61.44261695457995,32
9,East,294,69.39726214149111,40
12,North,357,56.706025571205224,26
14,West,256,46.28320909766604,20
11,South,391,31.62907096815041,13
26,South,114,10.619967549887527,47
10,West,202,19.556149592148678,2
7,West,196,20.9822532484926,40
25,East,202,31.9518113288525,28
6,South,233,44.68886798139155,16
17,North,343,45.30632923047686,48
13,East,316,33.88798462077247,3
27,West,202,21.225063130416807,43
15,North,477,5.954608829893749,45
26,West,477,71.21854696962278,21
28,West,226,67.76919286854111,13
24,South,88,14.804817148292466,13
4,East,389,44.37771061950824,47
26,North,190,22.695803827569506,8
24,South,484,15.609985428353117,1
3,North,101,49.90879277672317,36
11,North,332,57.03349278466877,4
22,East,323,30.461506382508485,17
20,North,325,6.134458034346085,42
26,South,472,30.1047075388867,31
20,South,411,39.253577665973005,40
29,South,203,64.52515642873612,8
2,South,129,47.97618553375603,43
11,North,494,51.73475059504241,3
4,South,236,16.184189907109403,2
17,East,135,52.419013705186785,36
17,North,429,37.12773998949676,20
21,East,128,59.428808691469825,38
17,South,298,17.145862067539102,45
13,East,60,38.04036797539246,29
13,West,106,16.663397005339178,36
19,South,112,22.014151474633586,23
3,North,244,60.25428590803362,0
10,East,334,50.145602262601656,15
16,North,274,52.994162923609856,27
20,South,293,6.797613657588745,29
1,North,346,53.012959114763376,18
28,East,243,36.398496693287164,22
23,East,218,34.14006549544286,33
20,West,399,30.883884986330383,49
23,West,155,61.62564153877132,36
5,East,133,14.422475732014545,22
1,West,461,58.98802884828591,42
16,South,488,66.98266948014242,15
11,East,381,13.77671763339366,40
4,East,292,71.97171990550706,31
5,East,326,71.33739694936472,15
16,North,436,45.49232503890283,34
27,South,305,20.797443169674718,26
29,South,85,32.07375591103117,2
12,South,207,13.92682716677263,19
12,South,193,10.414153434493448,26
4,East,297,51.28207444996533,1
23,West,51,42.58922177844971,12
17,South,428,41.450173102348245,5
9,South,260,19.343261325415128,13
6,West,155,18.443437136446352,23
28,East,82,71.28139721315276,26
8,East,48,46.014166801427876,8
8,East,228,59.36188940606218,49
25,East,59,28.495834522166952,22
21,West,192,61.05767656993544,34
8,North,21,52.56665224143553,43
8,West,275,26.508709365119692,36
29,South,324,52.238611375368464,13
15,East,259,66.79359093251358,25
14,South,260,16.961204186299575,7
6,North,50,40.334282810493264,44
10,East,87,69.66552710157373,30
27,North,253,59.49785580121728,7
8,South,365,45.420382717212505,35
21,West,412,6.883580630759106,29
27,North,498,30.442623794866606,15
10,West,29,47.553582753482324,30
8,South,70,30.67632983517705,30
26,South,217,71.79586606132708,34
3,South,191,54.73749600230685,36
4,South,45,15.095727315004655,13
11,South,222,36.32704446374946,46
13,East,354,28.87805443525644,38
3,East,140,43.56902259049192,24
21,West,487,33.25951613034108,0
21,North,481,18.65305010740741,28
5,North,255,52.70598857272741,27
12,East,424,9.46627098391338,28
12,South,127,39.24937930364771,9
18,South,110,23.711198771397086,7
25,East,49,69.65717245211668,39
28,South,218,23.249294864851446,29
23,North,248,25.865908113478554,29
12,South,162,51.496101948255365,40
24,South,99,10.993266961894271,5
18,North,142,24.72375694594151,14
10,North,254,50.71403766871172,23
26,East,462,4.152761843419011,12
7,South,103,23.77004403450544,8
3,West,132,2.5778966459941115,49
5,North,377,12.516043825238304,19
23,North,359,44.293817584551014,35
12,North,489,33.970040239908414,48
14,North,345,12.921814014491462,12
13,North,383,7.461780672289586,26
9,North,123,5.942712810909742,17
10,East,167,7.975071080839209,7
1,South,216,8.72537557503528,41
6,West,328,8.041887920747424,48
6,West,222,5.855615477217378,7
2,West,149,50.79215080344606,23
26,South,177,67.88866955486262,43
16,West,155,61.91852194078355,39
25,South,315,20.609749488428612,26
5,South,397,16.299561301663918,19
14,South,155,5.353843654060218,34
16,South,164,12.922357602308997,7
9,West,250,41.74399049781283,23
11,South,118,71.86873962587693,39
16,East,49,62.13240848113411,11
20,North,404,38.04450712418314,46
12,North,216,31.641841872046644,32
15,North,83,12.347811880965272,13
21,East,483,31.301386389809597,20
5,North,55,43.64007282070734,32
21,West,98,43.6832155680591,40
25,West,196,41.02825381759817,44
17,East,100,59.68131855784394,0
8,East,224,37.705871153317325,5
23,East,43,35.09947034186845,13
1,East,126,23.40417337332611,27
2,North,259,14.616921272910327,24
1,South,151,2.098276257070218,38
20,North,258,24.54688066572109,22
28,East,398,46.31565357951957,42
26,West,129,41.12282567149974,38
9,East,96,39.13615940989552,16
1,East,465,56.066374004669925,30
3,North,156,18.299274698962353,27
16,South,301,49.49766034016916,6
11,North,322,44.50153949792529,17
7,East,419,25.729399968695414,15
20,West,253,17.29805219544077,5
13,South,184,41.388290868769246,1
6,East,126,68.16036486356295,19
