order_id,warehouse_id,processing_time_hours,shipping_time_hours,delivery_time_hours
O14178,W4,19,32,126
O14179,W2,26,54,94
O14180,W4,37,45,171
O14181,W2,22,51,59
O14182,W5,18,24,134
O14183,W5,47,56,95
O14184,W2,21,104,136
O14185,W4,33,110,220
O14186,W1,18,46,174
O14187,W3,30,84,85
O14188,W2,41,117,81
O14189,W1,46,104,216
O14190,W3,17,102,214
O14191,W2,30,32,164
O14192,W2,28,40,140
O14193,W4,11,113,227
O14194,W4,4,105,70
O14195,W2,28,29,220
O14196,W1,7,109,128
O14197,W2,6,82,65
O14198,W4,38,34,230
O14199,W5,11,68,233
O14200,W5,15,24,205
O14201,W5,6,43,130
O14202,W1,46,116,56
O14203,W4,28,53,120
O14204,W3,24,108,205
O14205,W4,12,113,90
O14206,W2,1,48,59
O14207,W1,31,52,137
O14208,W5,11,38,222
O14209,W3,32,25,109
O14210,W2,19,70,152
O14211,W4,40,106,167
O14212,W4,35,59,111
O14213,W2,25,29,209
O14214,W3,38,105,227
O14215,W3,42,24,107
O14216,W3,38,81,153
O14217,W1,48,116,113
O14218,W5,33,118,230
O14219,W2,25,64,54
O14220,W4,3,62,111
O14221,W2,26,77,218
O14222,W5,42,102,169
O14223,W4,28,62,163
O14224,W5,34,31,100
O14225,W1,12,79,85
O14226,W5,47,45,49
O14227,W2,36,67,67
O14228,W3,40,119,193
O14229,W5,47,90,142
O14230,W5,1,88,176
O14231,W5,9,47,154
O14232,W4,7,75,136
O14233,W1,43,110,117
O14234,W3,30,117,159
O14235,W3,33,88,215
O14236,W2,19,45,180
O14237,W2,37,30,143
O14238,W4,29,43,153
O14239,W5,48,108,142
O14240,W3,8,89,215
O14241,W4,26,72,182
O14242,W4,42,62,203
O14243,W3,42,43,49
O14244,W3,9,84,138
O14245,W5,6,48,176
O14246,W5,5,58,112
O14247,W5,24,94,93
O14248,W4,16,81,218
O14249,W5,44,111,187
O14250,W5,9,99,232
O14251,W3,36,103,57
O14252,W3,26,30,138
O14253,W3,40,105,145
O14254,W4,39,102,178
O14255,W4,14,60,240
O14256,W1,8,107,192
O14257,W1,30,102,130
O14258,W2,32,57,236
O14259,W2,45,75,147
O14260,W2,38,100,58
O14261,W2,32,43,90
O14262,W5,41,45,227
O14263,W4,7,111,234
O14264,W1,40,38,168
O14265,W3,26,33,150
O14266,W4,46,25,52
O14267,W4,18,86,218
O14268,W5,14,60,210
O14269,W3,25,26,150
O14270,W3,3,104,152
O14271,W5,1,118,77
O14272,W2,28,47,165
O14273,W5,7,94,179
O14274,W1,13,46,71
O14275,W2,22,105,211
O14276,W4,13,62,60
O14277,W2,30,29,186
O14278,W1,41,98,125
O14279,W2,16,62,206
O14280,W3,9,89,108
O14281,W1,14,58,78
O14282,W1,47,82,83
O14283,W3,9,37,237
O14284,W4,6,43,207
O14285,W5,21,34,143
O14286,W4,1,94,59
O14287,W3,44,41,164
O14288,W1,5,118,89
O14289,W2,16,76,208
O14290,W2,39,56,135
O14291,W4,38,37,110
O14292,W5,25,52,171
O14293,W4,28,92,199
O14294,W5,42,110,97
O14295,W1,37,102,136
O14296,W1,19,39,199
O14297,W3,46,106,207
O14298,W2,42,106,228
O14299,W5,22,86,121
O14300,W2,14,51,55
O14301,W3,36,59,237
O14302,W2,27,40,134
O14303,W3,11,42,190
O14304,W1,14,72,65
O14305,W3,35,48,232
O14306,W2,11,71,211
O14307,W5,8,83,235
O14308,W3,25,76,72
O14309,W4,44,52,130
O14310,W5,37,47,138
O14311,W2,21,35,88
O14312,W1,18,109,62
O14313,W2,8,41,49
O14314,W2,46,105,219
O14315,W5,4,106,125
O14316,W3,44,91,123
O14317,W2,31,50,227
O14318,W2,22,54,125
O14319,W5,4,54,157
O14320,W1,35,45,215
O14321,W2,42,103,216
O14322,W1,30,65,106
O14323,W3,8,64,171
O14324,W2,8,65,215
O14325,W3,19,116,81
O14326,W5,5,98,216
O14327,W5,1,77,107
O14328,W4,21,50,240
O14329,W3,3,56,185
O14330,W5,34,40,55
O14331,W5,28,50,113
O14332,W1,5,66,171
O14333,W2,27,71,200
O14334,W1,19,42,92
O14335,W1,46,92,234
O14336,W4,41,74,52
O14337,W3,46,29,237
O14338,W4,6,42,61
O14339,W5,30,111,92
O14340,W4,18,64,77
O14341,W5,25,115,95
O14342,W5,1,27,103
O14343,W4,46,96,76
O14344,W3,34,26,146
O14345,W2,36,52,156
O14346,W1,9,73,70
O14347,W1,32,38,93
O14348,W3,23,90,115
O14349,W3,10,53,152
O14350,W5,36,111,197
O14351,W3,20,77,87
O14352,W3,10,108,83
O14353,W4,27,98,107
O14354,W5,30,106,125
O14355,W1,35,46,209
O14356,W4,24,35,109
O14357,W5,24,46,65
O14358,W2,27,115,179
O14359,W1,25,53,52
O14360,W4,13,51,62
O14361,W3,14,48,197
O14362,W5,39,62,174
O14363,W3,19,28,119
O14364,W4,41,50,226
O14365,W4,27,57,218
O14366,W5,25,57,143
O14367,W2,44,119,68
O14368,W2,36,52,67
O14369,W5,10,56,97
O14370,W1,40,98,140
O14371,W2,22,47,210
O14372,W5,23,57,190
O14373,W4,10,94,173
O14374,W4,42,33,219
O14375,W4,32,29,132
O14376,W5,33,99,57
O14377,W3,15,109,185
O14378,W1,44,70,203
O14379,W4,26,40,65
O14380,W3,3,28,59
O14381,W3,3,41,83
O14382,W3,6,69,224
O14383,W2,34,118,130
O14384,W1,26,81,133
O14385,W4,46,45,233
O14386,W3,11,71,70
O14387,W2,6,105,57
O14388,W1,23,81,217
O14389,W5,28,97,58
O14390,W1,4,119,83
O14391,W5,15,82,238
O14392,W4,37,24,125
O14393,W4,8,108,145
O14394,W5,3,114,211
O14395,W5,11,74,203
O14396,W4,38,99,48
O14397,W2,8,65,218
O14398,W3,35,62,216
O14399,W1,12,37,51
O14400,W4,2,25,76
O14401,W2,7,101,221
O14402,W2,38,116,214
O14403,W1,17,110,239
O14404,W5,29,111,181
O14405,W5,29,27,223
O14406,W3,21,28,199
O14407,W3,48,89,120
O14408,W3,9,110,97
O14409,W5,12,48,161
O14410,W5,39,79,175
O14411,W4,3,115,118
O14412,W5,14,110,146
O14413,W3,13,95,93
O14414,W1,15,30,98
O14415,W3,10,64,128
O14416,W5,5,62,240
O14417,W5,2,91,223
O14418,W1,27,53,123
O14419,W5,18,92,163
O14420,W4,1,107,224
O14421,W5,24,120,213
O14422,W3,44,35,115
O14423,W3,47,110,220
O14424,W5,48,50,165
O14425,W5,18,60,79
O14426,W2,10,31,91
O14427,W1,20,34,53
O14428,W4,36,99,87
O14429,W1,18,41,55
O14430,W5,43,64,122
O14431,W2,10,33,177
O14432,W3,27,30,152
O14433,W4,30,69,129
O14434,W3,14,112,144
O14435,W2,23,83,223
O14436,W4,33,88,121
O14437,W4,44,51,233
O14438,W3,41,46,237
O14439,W1,3,67,137
O14440,W2,28,77,63
O14441,W2,2,58,50
O14442,W2,27,104,209
O14443,W3,43,50,108
O14444,W3,48,36,236
O14445,W5,41,62,133
O14446,W5,11,112,215
O14447,W5,15,55,212
O14448,W4,31,106,231
O14449,W4,43,64,114
O14450,W4,7,77,92
O14451,W3,47,90,121
O14452,W5,34,113,87
O14453,W4,41,96,198
O14454,W2,32,50,143
O14455,W4,18,47,231
O14456,W2,10,81,141
O14457,W3,24,50,143
O14458,W5,42,80,134
O14459,W3,32,46,144
O14460,W5,1,80,161
O14461,W5,5,32,207
O14462,W4,27,108,90
O14463,W1,9,118,217
O14464,W2,35,110,159
O14465,W2,40,85,118
O14466,W4,39,64,62
O14467,W2,42,107,80
O14468,W2,48,107,111
O14469,W3,44,33,174
O14470,W3,44,48,160
O14471,W2,2,52,122
O14472,W4,35,55,178
O14473,W4,13,106,205
O14474,W4,4,67,131
O14475,W4,48,95,199
O14476,W1,28,108,108
O14477,W3,13,31,170
O14478,W4,1,106,217
O14479,W4,39,48,168
O14480,W1,9,64,160
O14481,W5,33,28,180
O14482,W3,45,66,180
O14483,W4,31,28,191
O14484,W3,16,56,58
O14485,W3,10,98,236
O14486,W3,31,107,69
O14487,W4,14,45,214
O14488,W1,19,49,131
O14489,W3,34,71,192
O14490,W1,42,30,226
O14491,W5,31,114,216
O14492,W5,21,68,89
O14493,W3,21,35,160
O14494,W4,11,93,221
O14495,W5,29,89,163
O14496,W4,26,60,227
O14497,W1,7,29,66
O14498,W2,20,66,121
O14499,W2,38,70,137
O14500,W4,33,104,129
O14501,W4,28,88,73
O14502,W3,4,82,212
O14503,W2,1,33,239
O14504,W5,38,58,69
O14505,W1,37,113,199
O14506,W2,5,98,168
O14507,W2,39,104,58
O14508,W2,22,95,230
O14509,W4,35,33,127
O14510,W3,26,45,211
O14511,W3,27,107,194
O14512,W5,17,80,114
O14513,W1,37,29,196
O14514,W2,31,120,229
O14515,W2,3,118,115
O14516,W3,13,116,71
O14517,W4,22,32,99
O14518,W2,3,33,129
O14519,W5,21,74,126
O14520,W4,39,84,97
O14521,W2,6,57,149
O14522,W1,21,79,214
O14523,W4,33,41,90
O14524,W5,7,102,158
O14525,W3,12,52,163
O14526,W1,7,25,123
O14527,W1,9,62,93
O14528,W2,30,26,104
O14529,W2,27,98,84
O14530,W1,22,70,66
O14531,W4,48,73,49
O14532,W2,38,115,210
O14533,W3,41,70,146
O14534,W1,3,63,225
O14535,W3,8,81,177
O14536,W2,41,109,145
O14537,W1,8,113,185
O14538,W2,34,46,127
O14539,W5,22,73,121
O14540,W5,47,60,229
O14541,W1,1,55,194
O14542,W2,35,98,50
O14543,W1,35,79,153
O14544,W2,15,87,165
O14545,W3,25,35,105
O14546,W3,48,118,158
O14547,W5,39,88,234
O14548,W3,26,25,74
O14549,W4,12,26,101
O14550,W3,45,101,190
O14551,W3,18,29,64
O14552,W4,30,105,66
O14553,W4,19,79,173
O14554,W5,43,111,129
O14555,W5,38,74,133
O14556,W5,16,117,137
O14557,W1,46,93,134
O14558,W3,34,51,170
O14559,W2,38,29,92
O14560,W4,16,51,238
O14561,W4,25,115,203
O14562,W2,34,100,117
O14563,W3,34,79,204
O14564,W4,37,116,69
O14565,W5,30,24,97
O14566,W4,23,66,93
O14567,W4,46,73,85
O14568,W3,30,24,60
O14569,W1,41,39,101
O14570,W5,44,84,207
O14571,W4,43,107,214
O14572,W1,7,75,180
O14573,W1,48,93,66
O14574,W4,36,78,116
O14575,W4,22,119,181
O14576,W5,26,115,233
O14577,W5,38,61,121
O14578,W4,43,87,48
O14579,W4,30,101,126
O14580,W4,37,68,172
O14581,W5,16,39,92
O14582,W1,9,30,205
O14583,W2,6,53,107
O14584,W3,47,40,126
O14585,W1,47,35,121
O14586,W1,31,61,231
O14587,W4,45,25,123
O14588,W1,47,49,147
O14589,W5,37,40,208
O14590,W4,31,104,174
O14591,W5,18,111,225
O14592,W5,40,37,95
O14593,W5,22,40,215
O14594,W5,16,120,166
O14595,W3,21,63,225
O14596,W3,44,52,151
O14597,W4,22,35,131
O14598,W4,7,83,116
O14599,W4,27,117,182
O14600,W3,48,107,71
O14601,W4,8,73,162
O14602,W5,25,64,91
O14603,W3,31,30,139
O14604,W3,47,81,201
O14605,W5,31,25,92
O14606,W3,29,49,171
O14607,W1,35,90,145
O14608,W5,23,111,106
O14609,W1,43,25,111
O14610,W1,44,115,151
O14611,W2,46,80,168
O14612,W2,44,66,160
O14613,W2,48,84,159
O14614,W3,39,68,190
O14615,W5,7,94,181
O14616,W4,39,105,193
O14617,W1,27,58,122
O14618,W1,12,44,178
O14619,W3,41,50,147
O14620,W4,31,41,62
O14621,W3,38,95,99
O14622,W4,6,36,112
O14623,W5,43,107,107
O14624,W1,7,112,127
O14625,W3,16,42,163
O14626,W3,46,46,70
O14627,W1,29,34,130
O14628,W5,9,74,106
O14629,W4,43,77,66
O14630,W1,12,71,97
O14631,W1,11,87,63
O14632,W3,29,79,132
O14633,W4,46,94,228
O14634,W4,4,75,124
O14635,W3,34,59,137
O14636,W1,14,26,117
O14637,W4,20,71,123
O14638,W5,30,33,116
O14639,W5,5,63,189
O14640,W2,17,72,54
O14641,W3,31,52,85
O14642,W5,40,45,172
O14643,W3,46,80,231
O14644,W4,38,56,113
O14645,W2,39,89,196
O14646,W2,47,105,112
O14647,W1,27,68,59
O14648,W4,2,27,176
O14649,W5,9,67,105
O14650,W3,36,41,78
O14651,W2,17,66,179
O14652,W1,10,98,165
O14653,W2,48,51,58
O14654,W1,18,92,75
O14655,W2,39,34,218
O14656,W5,24,73,198
O14657,W4,45,119,239
O14658,W3,27,71,127
O14659,W4,27,119,154
O14660,W1,22,85,123
O14661,W5,10,54,204
O14662,W2,27,50,182
O14663,W2,44,74,119
O14664,W4,2,36,199
O14665,W2,36,68,135
O14666,W5,32,54,137
O14667,W4,25,27,161
O14668,W3,5,32,109
O14669,W1,25,44,237
O14670,W5,34,96,54
O14671,W2,33,43,65
O14672,W3,12,32,206
O14673,W5,16,92,79
O14674,W5,44,112,149
O14675,W2,17,72,62
O14676,W2,16,48,185
O14677,W4,35,104,194
O14678,W2,4,41,211
O14679,W2,16,44,52
O14680,W4,48,81,61
O14681,W4,43,78,197
O14682,W2,48,35,217
O14683,W3,45,32,212
O14684,W5,25,39,236
O14685,W4,36,78,56
O14686,W1,23,28,61
O14687,W4,25,96,138
O14688,W4,4,56,58
O14689,W4,33,91,152
O14690,W5,25,25,156
O14691,W2,12,108,125
O14692,W3,14,27,113
O14693,W3,9,102,65
O14694,W4,15,75,214
O14695,W4,41,99,231
O14696,W2,12,49,150
O14697,W5,12,100,160
O14698,W5,13,36,238
O14699,W4,38,28,237
O14700,W3,5,73,185
O14701,W3,47,105,79
O14702,W2,39,88,153
O14703,W1,14,114,175
O14704,W2,46,43,195
O14705,W3,22,120,90
O14706,W5,42,114,177
O14707,W3,37,68,108
O14708,W1,48,105,76
O14709,W3,24,104,124
O14710,W5,24,29,113
O14711,W2,31,119,135
O14712,W3,31,86,156
O14713,W1,2,26,64
O14714,W1,12,107,125
O14715,W4,15,111,96
O14716,W3,45,104,77
O14717,W2,18,30,91
O14718,W1,7,107,94
O14719,W5,28,120,196
O14720,W1,23,48,182
O14721,W3,13,107,177
O14722,W2,21,105,66
O14723,W2,6,69,154
O14724,W4,6,36,114
O14725,W2,35,119,178
O14726,W5,32,116,146
O14727,W2,37,66,226
O14728,W4,22,63,129
O14729,W5,37,78,70
O14730,W5,6,102,214
O14731,W1,12,53,51
O14732,W3,33,91,64
O14733,W4,19,106,110
O14734,W5,33,38,215
O14735,W5,26,70,126
O14736,W1,43,90,141
O14737,W1,14,116,223
O14738,W3,40,25,74
O14739,W1,5,24,64
O14740,W5,7,41,186
O14741,W2,47,26,159
O14742,W5,4,85,114
O14743,W2,30,63,209
O14744,W4,34,96,50
O14745,W2,30,92,113
O14746,W4,48,44,181
O14747,W1,10,101,77
O14748,W4,19,55,183
O14749,W5,13,59,121
O14750,W1,29,120,72
O14751,W5,41,101,153
O14752,W2,37,51,215
O14753,W4,6,73,188
O14754,W3,22,41,77
O14755,W4,48,76,234
O14756,W2,40,91,181
O14757,W1,2,87,192
O14758,W2,21,81,174
O14759,W1,9,93,127
O14760,W2,28,28,234
O14761,W3,34,96,52
O14762,W2,41,111,130
O14763,W3,44,29,88
O14764,W5,33,82,140
O14765,W3,15,51,50
O14766,W2,7,50,202
O14767,W3,15,98,165
O14768,W1,17,104,226
O14769,W4,31,85,177
O14770,W1,44,72,98
O14771,W5,47,58,239
O14772,W5,22,50,150
O14773,W2,32,109,159
O14774,W2,23,39,64
O14775,W1,27,101,81
O14776,W2,38,112,128
O14777,W5,9,66,144
O14778,W1,45,44,74
O14779,W3,19,110,141
O14780,W5,21,113,60
O14781,W1,44,68,195
O14782,W4,25,44,118
O14783,W4,43,45,120
O14784,W4,8,67,62
O14785,W5,29,115,133
O14786,W4,37,81,148
O14787,W5,18,40,128
O14788,W5,10,63,104
O14789,W3,33,112,125
O14790,W1,45,41,152
O14791,W3,38,77,108
O14792,W5,8,47,113
O14793,W4,34,68,118
O14794,W4,3,85,63
O14795,W3,39,92,180
O14796,W2,20,56,62
O14797,W3,28,59,70
O14798,W2,30,28,225
O14799,W4,17,35,107
O14800,W2,32,50,95
O14801,W3,44,37,147
O14802,W4,31,94,114
O14803,W1,1,79,220
O14804,W2,18,84,174
O14805,W4,48,81,77
O14806,W4,16,103,182
O14807,W1,7,120,155
O14808,W2,39,109,78
O14809,W5,8,94,202
O14810,W1,4,73,206
O14811,W4,42,97,116
O14812,W2,33,42,172
O14813,W4,37,110,106
O14814,W2,31,115,78
O14815,W4,19,98,186
O14816,W1,30,76,236
O14817,W2,7,68,169
O14818,W4,20,118,156
O14819,W1,30,99,58
O14820,W3,22,29,191
O14821,W5,8,54,171
O14822,W4,36,70,62
O14823,W1,47,44,82
O14824,W5,4,36,208
O14825,W2,26,68,133
O14826,W3,7,118,194
O14827,W1,31,59,61
O14828,W1,47,93,130
O14829,W3,35,100,238
O14830,W2,36,52,78
O14831,W3,48,103,51
O14832,W3,44,44,114
O14833,W3,35,52,59
O14834,W5,28,101,233
O14835,W4,47,60,89
O14836,W1,34,115,131
O14837,W2,13,62,55
O14838,W4,2,93,137
O14839,W1,6,90,131
O14840,W3,13,35,192
O14841,W4,14,41,117
O14842,W5,11,100,107
O14843,W1,2,109,224
O14844,W5,7,34,131
O14845,W2,18,34,55
O14846,W2,15,41,182
O14847,W2,39,98,161
O14848,W4,19,81,209
O14849,W3,21,81,163
O14850,W3,41,90,102
O14851,W2,26,104,183
O14852,W3,42,34,205
O14853,W4,7,118,55
O14854,W4,45,58,92
O14855,W1,12,36,88
O14856,W3,31,96,95
O14857,W1,31,31,176
O14858,W4,9,62,188
O14859,W3,20,57,204
O14860,W3,25,115,190
O14861,W2,12,111,148
O14862,W1,26,97,235
O14863,W2,24,34,145
O14864,W3,26,79,224
O14865,W1,8,52,157
O14866,W5,7,39,110
O14867,W2,7,88,214
O14868,W3,3,69,182
O14869,W1,1,46,126
O14870,W4,31,39,216
O14871,W4,25,92,219
O14872,W3,6,110,147
O14873,W1,7,99,81
O14874,W1,15,73,141
O14875,W5,3,82,171
O14876,W5,10,30,231
O14877,W3,42,103,101
O14878,W3,6,110,58
O14879,W3,29,64,90
O14880,W4,2,100,53
O14881,W3,17,69,137
O14882,W1,24,78,149
O14883,W1,2,107,63
O14884,W2,47,45,175
O14885,W5,6,43,73
O14886,W3,14,33,107
O14887,W1,25,61,102
O14888,W2,8,75,106
O14889,W1,37,63,112
O14890,W4,8,88,144
O14891,W5,8,35,178
O14892,W2,10,62,160
O14893,W2,26,79,75
O14894,W1,24,116,105
O14895,W3,23,31,232
O14896,W5,46,26,121
O14897,W4,36,117,120
O14898,W4,8,114,166
O14899,W3,42,116,65
O14900,W3,42,94,237
O14901,W1,12,36,236
O14902,W5,10,61,147
O14903,W4,19,94,166
O14904,W5,39,26,109
O14905,W1,30,34,72
O14906,W5,1,35,194
O14907,W4,30,101,120
O14908,W3,20,26,239
O14909,W4,42,44,136
O14910,W2,9,52,114
O14911,W2,5,31,118
O14912,W3,31,62,107
O14913,W1,14,99,135
O14914,W4,40,81,172
O14915,W1,14,46,240
O14916,W3,40,107,196
O14917,W5,20,32,208
O14918,W5,43,81,183
O14919,W4,19,34,167
O14920,W3,47,76,163
O14921,W1,28,86,218
O14922,W3,43,35,192
O14923,W1,44,82,204
O14924,W2,25,81,140
O14925,W2,9,103,113
O14926,W2,1,35,101
O14927,W2,25,52,237
O14928,W5,43,101,176
O14929,W1,13,33,165
O14930,W5,22,53,49
O14931,W4,18,68,54
O14932,W5,12,77,68
O14933,W5,41,52,234
O14934,W1,36,105,179
O14935,W3,2,28,184
O14936,W1,45,106,84
O14937,W1,3,25,58
O14938,W2,21,52,52
O14939,W5,4,31,80
O14940,W3,17,46,145
O14941,W3,31,101,58
O14942,W3,38,84,157
O14943,W2,8,99,238
O14944,W2,11,119,123
O14945,W3,12,74,238
O14946,W3,14,79,80
O14947,W1,11,103,83
O14948,W4,24,101,135
O14949,W3,47,109,140
O14950,W4,20,110,93
O14951,W3,14,108,225
O14952,W3,4,50,101
O14953,W3,2,31,112
O14954,W2,20,103,156
O14955,W1,37,71,220
O14956,W4,29,50,204
O14957,W1,14,45,181
O14958,W5,15,39,95
O14959,W4,36,50,111
O14960,W4,7,50,105
O14961,W4,47,94,207
O14962,W5,2,109,237
O14963,W3,8,44,212
O14964,W1,27,25,209
O14965,W4,36,118,149
O14966,W2,25,111,240
O14967,W4,8,57,61
O14968,W5,47,88,56
O14969,W3,33,95,169
O14970,W1,45,96,157
O14971,W4,43,26,215
O14972,W5,17,79,152
O14973,W4,23,114,142
O14974,W5,32,28,114
O14975,W4,12,64,133
O14976,W5,13,74,134
O14977,W5,30,109,111
O14978,W5,36,81,188
O14979,W5,39,112,173
O14980,W3,11,29,166
O14981,W2,30,45,153
O14982,W5,11,51,229
O14983,W2,38,48,54
O14984,W3,10,115,101
O14985,W5,4,30,147
O14986,W4,21,50,176
O14987,W1,42,69,210
O14988,W3,40,71,156
O14989,W2,11,106,94
O14990,W4,15,29,75
O14991,W2,9,67,181
O14992,W5,48,92,48
O14993,W1,20,107,176
O14994,W1,20,88,211
O14995,W5,25,58,97
O14996,W3,18,40,222
O14997,W5,26,24,52
O14998,W4,19,71,113
O14999,W1,17,28,116
O15000,W5,31,25,127
O15001,W3,34,102,140
O15002,W1,23,25,195
O15003,W2,40,117,100
O15004,W2,34,77,88
O15005,W4,23,104,97
O15006,W5,33,75,113
O15007,W5,48,27,51
O15008,W1,46,35,215
O15009,W5,29,93,49
O15010,W5,48,27,217
O15011,W5,32,111,185
O15012,W2,34,35,201
O15013,W4,35,34,153
O15014,W4,17,95,146
O15015,W2,43,95,53
O15016,W1,30,52,144
O15017,W2,9,39,125
O15018,W4,8,99,175
O15019,W4,27,71,104
O15020,W1,45,112,183
O15021,W3,4,117,203
O15022,W5,45,94,54
O15023,W4,37,34,48
O15024,W1,48,84,121
O15025,W2,18,59,82
O15026,W5,15,113,185
O15027,W3,35,106,200
O15028,W5,31,107,220
O15029,W1,23,94,175
O15030,W3,42,78,206
O15031,W5,6,97,138
O15032,W4,1,54,229
O15033,W3,14,55,103
O15034,W4,27,82,171
O15035,W3,41,115,208
O15036,W1,43,49,171
O15037,W2,24,92,231
O15038,W3,47,47,114
O15039,W2,12,49,193
O15040,W4,40,40,146
O15041,W4,26,119,120
O15042,W3,18,111,239
O15043,W1,31,116,123
O15044,W1,47,73,226
O15045,W5,21,48,183
O15046,W2,32,31,91
O15047,W1,10,91,210
O15048,W1,34,35,167
O15049,W1,41,37,159
O15050,W1,22,35,78
O15051,W4,46,53,214
O15052,W2,4,98,182
O15053,W3,32,74,115
O15054,W1,2,47,205
O15055,W1,46,100,74
O15056,W4,40,35,145
O15057,W4,6,113,198
O15058,W3,36,58,142
O15059,W3,11,81,240
O15060,W1,46,72,169
O15061,W2,36,106,99
O15062,W5,37,59,114
O15063,W5,35,39,211
O15064,W1,4,120,120
O15065,W5,21,108,54
O15066,W3,23,64,146
O15067,W5,25,58,224
O15068,W2,46,115,117
O15069,W5,15,25,181
O15070,W5,20,38,93
O15071,W3,34,60,82
O15072,W2,44,115,184
O15073,W3,6,45,77
O15074,W2,23,50,198
O15075,W2,3,33,157
O15076,W4,12,68,180
O15077,W3,39,102,99
O15078,W3,8,48,230
O15079,W4,45,43,121
O15080,W4,33,31,123
O15081,W1,41,66,123
O15082,W5,30,61,231
O15083,W4,16,70,71
O15084,W1,7,34,158
O15085,W4,35,89,161
O15086,W1,7,25,211
O15087,W2,42,94,133
O15088,W2,37,118,236
O15089,W2,20,71,178
O15090,W3,3,52,153
O15091,W5,35,100,74
O15092,W4,6,30,109
O15093,W2,38,106,90
O15094,W5,29,99,76
O15095,W1,30,108,185
O15096,W1,20,87,48
O15097,W5,28,25,196
O15098,W5,18,30,74
O15099,W3,8,56,112
O15100,W5,20,91,231
O15101,W4,19,46,63
O15102,W1,3,109,239
O15103,W3,41,98,219
O15104,W4,11,113,194
O15105,W4,18,86,151
O15106,W5,2,86,108
O15107,W3,28,110,50
O15108,W1,9,44,73
O15109,W4,28,52,208
O15110,W4,22,44,220
O15111,W2,13,81,131
O15112,W5,9,68,84
O15113,W5,5,104,200
O15114,W1,1,67,194
O15115,W4,28,68,197
O15116,W1,2,41,222
O15117,W5,32,81,186
O15118,W1,30,68,131
O15119,W4,3,115,56
O15120,W2,11,34,116
O15121,W3,32,98,153
O15122,W2,1,38,115
O15123,W1,12,36,212
O15124,W1,28,70,91
O15125,W5,44,95,169
O15126,W2,15,24,157
O15127,W3,39,38,143
O15128,W5,48,102,124
O15129,W1,5,111,186
O15130,W4,7,106,83
O15131,W3,24,85,150
O15132,W5,36,98,56
O15133,W3,15,78,118
O15134,W5,21,47,91
O15135,W3,40,36,115
O15136,W5,5,41,189
O15137,W3,24,88,142
O15138,W1,45,75,227
O15139,W4,26,65,102
O15140,W5,25,106,53
O15141,W4,45,97,115
O15142,W4,6,97,166
O15143,W1,13,32,160
O15144,W3,5,70,127
O15145,W5,2,49,164
O15146,W2,3,52,142
O15147,W3,21,44,112
O15148,W1,22,93,103
O15149,W5,21,76,182
O15150,W5,20,43,97
O15151,W4,27,115,50
O15152,W5,19,114,140
O15153,W4,4,120,226
O15154,W2,42,46,87
O15155,W5,24,99,196
O15156,W5,26,115,146
O15157,W3,19,69,116
O15158,W4,25,96,197
O15159,W4,47,115,153
O15160,W4,4,85,204
O15161,W2,10,37,101
O15162,W1,3,106,127
O15163,W4,25,109,52
O15164,W5,13,105,64
O15165,W1,45,108,138
O15166,W3,32,73,173
O15167,W4,31,100,48
O15168,W4,27,77,130
O15169,W2,2,93,217
O15170,W1,14,28,91
O15171,W2,15,38,191
O15172,W2,26,34,114
O15173,W3,16,34,58
O15174,W5,6,67,126
O15175,W2,23,35,165
O15176,W3,32,88,217
O15177,W3,3,96,183
O15178,W3,10,115,199
O15179,W5,29,95,184
O15180,W2,16,115,71
O15181,W5,27,26,115
O15182,W1,24,95,99
O15183,W4,47,55,224
O15184,W4,27,36,63
O15185,W1,7,120,75
O15186,W2,43,59,193
O15187,W1,1,59,207
O15188,W2,26,33,212
O15189,W2,42,85,194
O15190,W5,18,73,140
O15191,W4,4,48,207
O15192,W4,47,63,175
O15193,W4,48,119,97
O15194,W5,42,60,160
O15195,W1,37,27,145
O15196,W4,18,118,193
O15197,W3,10,110,212
O15198,W4,41,75,109
O15199,W1,37,72,220
O15200,W2,32,106,107
O15201,W5,42,82,52
O15202,W3,10,63,83
O15203,W1,2,114,216
O15204,W3,13,118,83
O15205,W1,26,55,203
O15206,W4,1,103,135
O15207,W5,26,82,104
O15208,W4,24,82,201
O15209,W1,16,61,213
O15210,W1,35,26,119
O15211,W3,17,115,163
O15212,W3,26,98,153
O15213,W3,29,58,147
O15214,W5,19,102,107
O15215,W5,33,112,84
O15216,W5,12,58,164
O15217,W5,27,66,48
O15218,W1,14,100,90
O15219,W3,13,98,187
O15220,W5,43,77,233
O15221,W3,9,100,57
O15222,W1,28,47,173
O15223,W4,8,92,208
O15224,W4,29,54,184
O15225,W1,38,118,171
O15226,W4,8,98,218
O15227,W4,27,91,62
O15228,W4,45,103,143
O15229,W4,7,89,211
O15230,W1,33,100,211
O15231,W4,36,28,138
O15232,W3,12,55,170
O15233,W3,11,62,84
O15234,W1,15,118,50
O15235,W1,6,65,181
O15236,W4,46,28,154
O15237,W3,5,78,110
O15238,W2,33,34,230
O15239,W4,9,89,188
O15240,W4,43,51,134
O15241,W4,16,65,119
O15242,W1,18,29,228
O15243,W1,13,87,213
O15244,W3,35,99,209
O15245,W3,30,32,89
O15246,W3,15,118,163
O15247,W4,16,93,111
O15248,W2,13,101,211
O15249,W3,1,101,122
O15250,W3,31,44,65
O15251,W5,11,51,173
