order_id,product_id,customer_id,quantity
O11486,P433,C1939,1
O11487,P478,C1720,5
O11488,P95,C1042,2
O11489,P360,C121,5
O11490,P359,C1653,3
O11491,P493,C1683,2
O11492,P327,C197,3
O11493,P305,C622,1
O11494,P136,C1876,2
O11495,P191,C1445,3
O11496,P156,C847,4
O11497,P375,C1532,3
O11498,P482,C1693,4
O11499,P172,C94,4
O11500,P150,C380,4
O11501,P155,C767,2
O11502,P200,C1413,1
O11503,P357,C26,3
O11504,P25,C1859,5
O11505,P94,C516,3
O11506,P62,C1715,3
O11507,P103,C1499,5
O11508,P132,C167,4
O11509,P146,C1473,4
O11510,P307,C1815,2
O11511,P97,C361,2
O11512,P262,C780,5
O11513,P222,C1282,3
O11514,P102,C189,5
O11515,P332,C1016,3
O11516,P144,C1539,1
O11517,P268,C1237,1
O11518,P268,C1558,1
O11519,P25,C1874,2
O11520,P476,C1808,5
O11521,P174,C1029,3
O11522,P274,C1063,5
O11523,P15,C884,1
O11524,P185,C1428,2
O11525,P474,C1445,1
O11526,P133,C1680,4
O11527,P324,C1639,5
O11528,P295,C1882,5
O11529,P341,C1286,1
O11530,P291,C1219,2
O11531,P444,C1054,5
O11532,P243,C541,3
O11533,P298,C1760,5
O11534,P227,C1095,4
O11535,P496,C268,1
O11536,P10,C1687,5
O11537,P400,C144,5
O11538,P182,C187,2
O11539,P424,C744,3
O11540,P344,C1275,1
O11541,P394,C246,5
O11542,P292,C1818,4
O11543,P122,C1508,5
O11544,P72,C1979,3
O11545,P120,C1258,2
O11546,P321,C1488,1
O11547,P48,C1667,3
O11548,P32,C1049,1
O11549,P79,C863,5
O11550,P318,C177,2
O11551,P79,C1053,5
O11552,P267,C188,5
O11553,P309,C731,5
O11554,P494,C1256,1
O11555,P491,C431,2
O11556,P225,C130,4
O11557,P299,C35,5
O11558,P115,C1627,1
O11559,P258,C752,1
O11560,P398,C438,3
O11561,P155,C1146,4
O11562,P111,C669,4
O11563,P284,C1251,4
O11564,P248,C760,5
O11565,P111,C270,4
O11566,P241,C711,2
O11567,P112,C1557,4
O11568,P289,C1406,3
O11569,P442,C431,4
O11570,P266,C483,4
O11571,P291,C1614,4
O11572,P85,C590,4
O11573,P142,C1927,5
O11574,P492,C515,2
O11575,P458,C267,2
O11576,P211,C1388,4
O11577,P360,C1541,2
O11578,P203,C1815,2
O11579,P245,C929,4
O11580,P499,C758,2
O11581,P343,C4,2
O11582,P447,C329,5
O11583,P448,C1743,2
O11584,P359,C60,2
O11585,P291,C304,1
O11586,P60,C1776,1
O11587,P127,C1600,1
O11588,P281,C1802,4
O11589,P144,C578,1
O11590,P298,C1890,5
O11591,P249,C1931,5
O11592,P112,C507,5
O11593,P499,C1061,3
O11594,P127,C1214,5
O11595,P42,C18,3
O11596,P409,C1773,2
O11597,P153,C999,4
O11598,P435,C698,3
O11599,P431,C1302,1
O11600,P208,C1038,3
O11601,P328,C1843,5
O11602,P438,C866,3
O11603,P467,C927,2
O11604,P485,C1255,2
O11605,P267,C1989,3
O11606,P381,C188,2
O11607,P340,C423,2
O11608,P95,C1799,1
O11609,P275,C332,3
O11610,P254,C1256,3
O11611,P188,C1553,1
O11612,P425,C1845,2
O11613,P247,C1770,3
O11614,P202,C763,3
O11615,P472,C86,3
O11616,P500,C1951,3
O11617,P186,C265,2
O11618,P310,C1823,2
O11619,P289,C227,2
O11620,P135,C537,1
O11621,P492,C367,1
O11622,P326,C204,4
O11623,P495,C969,4
O11624,P398,C1874,4
O11625,P256,C1336,5
O11626,P186,C370,5
O11627,P240,C1784,5
O11628,P283,C749,5
O11629,P456,C657,3
O11630,P240,C790,2
O11631,P93,C1964,5
O11632,P183,C1481,5
O11633,P188,C1997,5
O11634,P61,C157,3
O11635,P275,C1798,3
O11636,P322,C457,1
O11637,P153,C237,1
O11638,P467,C270,5
O11639,P419,C941,3
O11640,P339,C645,2
O11641,P405,C338,5
O11642,P24,C550,4
O11643,P266,C1717,5
O11644,P271,C29,4
O11645,P421,C1329,3
O11646,P395,C1850,2
O11647,P53,C785,4
O11648,P332,C800,2
O11649,P254,C1167,4
O11650,P298,C14,5
O11651,P143,C560,4
O11652,P390,C994,5
O11653,P171,C712,2
O11654,P140,C410,4
O11655,P369,C497,4
O11656,P462,C1409,2
O11657,P356,C1141,4
O11658,P445,C1685,2
O11659,P375,C1878,2
O11660,P336,C1258,2
O11661,P284,C1923,4
O11662,P223,C154,2
O11663,P336,C1051,5
O11664,P484,C1421,3
O11665,P474,C140,2
O11666,P349,C590,1
O11667,P33,C1837,2
O11668,P430,C994,5
O11669,P257,C135,5
O11670,P173,C1320,2
O11671,P412,C1582,2
O11672,P417,C1599,3
O11673,P177,C1868,4
O11674,P416,C226,4
O11675,P91,C567,3
O11676,P467,C27,5
O11677,P82,C1650,2
O11678,P142,C1222,1
O11679,P264,C1375,3
O11680,P300,C855,1
O11681,P186,C583,1
O11682,P180,C365,2
O11683,P281,C1172,2
O11684,P202,C1942,5
O11685,P122,C532,1
O11686,P337,C968,2
O11687,P319,C798,1
O11688,P295,C361,4
O11689,P7,C1353,3
O11690,P172,C904,1
O11691,P477,C1874,5
O11692,P313,C1044,4
O11693,P119,C1089,3
O11694,P31,C693,3
O11695,P427,C1158,4
O11696,P500,C959,2
O11697,P190,C617,5
O11698,P123,C1710,4
O11699,P96,C664,5
O11700,P77,C240,1
O11701,P134,C538,3
O11702,P49,C608,3
O11703,P61,C784,2
O11704,P250,C1444,2
O11705,P239,C1701,1
O11706,P58,C569,3
O11707,P165,C1675,2
O11708,P331,C178,3
O11709,P405,C1996,1
O11710,P414,C1386,2
O11711,P124,C624,1
O11712,P203,C1593,2
O11713,P143,C332,3
O11714,P226,C706,2
O11715,P281,C1041,3
O11716,P151,C1673,4
O11717,P404,C1238,5
O11718,P385,C1912,2
O11719,P9,C916,4
O11720,P106,C893,1
O11721,P159,C1610,2
O11722,P38,C1685,3
O11723,P315,C1682,5
O11724,P1,C676,2
O11725,P391,C521,2
O11726,P445,C587,1
O11727,P361,C1052,5
O11728,P246,C862,2
O11729,P288,C1360,5
O11730,P383,C1421,2
O11731,P445,C126,1
O11732,P6,C821,1
O11733,P263,C1665,4
O11734,P98,C890,2
O11735,P370,C989,2
O11736,P203,C1602,2
O11737,P212,C1165,1
O11738,P280,C483,1
O11739,P233,C1245,3
O11740,P216,C872,4
O11741,P337,C528,4
O11742,P193,C915,1
O11743,P455,C126,3
O11744,P391,C875,1
O11745,P277,C965,2
O11746,P243,C297,1
O11747,P352,C488,4
O11748,P293,C74,1
O11749,P429,C1592,1
O11750,P396,C1491,2
O11751,P159,C1778,1
O11752,P389,C1039,2
O11753,P22,C111,3
O11754,P270,C200,3
O11755,P334,C1788,1
O11756,P29,C1997,2
O11757,P283,C548,2
O11758,P456,C1422,3
O11759,P295,C597,4
O11760,P119,C1623,3
O11761,P172,C723,4
O11762,P340,C901,4
O11763,P471,C1781,5
O11764,P465,C899,2
O11765,P75,C644,5
O11766,P206,C1239,3
O11767,P310,C674,2
O11768,P476,C1134,5
O11769,P102,C809,3
O11770,P200,C623,5
O11771,P456,C148,4
O11772,P384,C140,2
O11773,P369,C996,4
O11774,P143,C940,5
O11775,P472,C622,1
O11776,P142,C187,4
O11777,P471,C1976,2
O11778,P65,C1551,4
O11779,P187,C190,2
O11780,P39,C732,1
O11781,P415,C173,4
O11782,P470,C234,3
O11783,P149,C397,5
O11784,P130,C77,3
O11785,P195,C8,4
O11786,P367,C279,3
O11787,P271,C684,3
O11788,P131,C1942,5
O11789,P370,C1732,1
O11790,P130,C208,5
O11791,P181,C928,3
O11792,P369,C493,5
O11793,P71,C421,3
O11794,P482,C642,3
O11795,P373,C1865,2
O11796,P487,C1972,4
O11797,P369,C921,2
O11798,P92,C986,4
O11799,P361,C1533,3
O11800,P16,C1592,4
O11801,P66,C176,4
O11802,P124,C660,5
O11803,P277,C1390,2
O11804,P480,C1974,4
O11805,P268,C616,3
O11806,P328,C1837,4
O11807,P278,C650,2
O11808,P171,C1889,4
O11809,P356,C536,2
O11810,P387,C192,2
O11811,P25,C598,5
O11812,P344,C359,2
O11813,P494,C1239,1
O11814,P433,C1942,1
O11815,P233,C471,5
O11816,P335,C1480,3
O11817,P273,C1577,1
O11818,P67,C756,3
O11819,P53,C318,1
O11820,P307,C390,5
O11821,P492,C936,3
O11822,P214,C13,2
O11823,P454,C1780,1
O11824,P39,C1841,1
O11825,P312,C1949,3
O11826,P115,C1411,5
O11827,P316,C1154,1
O11828,P97,C1064,4
O11829,P312,C37,2
O11830,P30,C1962,5
O11831,P458,C147,3
O11832,P407,C632,2
O11833,P281,C84,3
O11834,P140,C873,3
O11835,P497,C884,2
O11836,P485,C1606,1
O11837,P101,C1862,3
O11838,P327,C1170,4
O11839,P21,C1777,3
O11840,P442,C507,1
O11841,P239,C1106,3
O11842,P99,C1495,3
O11843,P135,C1292,2
O11844,P85,C473,2
O11845,P149,C657,5
O11846,P373,C1616,5
O11847,P338,C1791,4
O11848,P235,C983,5
O11849,P39,C227,4
O11850,P118,C685,3
O11851,P397,C364,4
O11852,P243,C1076,1
O11853,P497,C762,3
O11854,P486,C6,5
O11855,P266,C1982,3
O11856,P103,C73,5
O11857,P79,C478,2
O11858,P40,C1834,1
O11859,P6,C532,5
O11860,P355,C1377,5
O11861,P280,C811,5
O11862,P190,C1017,4
O11863,P449,C1050,4
O11864,P370,C1042,2
O11865,P240,C1514,3
O11866,P103,C738,2
O11867,P415,C1491,1
O11868,P235,C1531,5
O11869,P175,C498,4
O11870,P78,C1817,4
O11871,P156,C752,1
O11872,P127,C183,5
O11873,P295,C447,3
O11874,P131,C1156,4
O11875,P180,C1759,4
O11876,P154,C615,3
O11877,P40,C851,4
O11878,P193,C1121,1
O11879,P324,C1237,4
O11880,P250,C309,1
O11881,P38,C1591,3
O11882,P365,C483,3
O11883,P223,C300,2
O11884,P261,C428,1
O11885,P267,C1192,1
O11886,P173,C130,4
O11887,P206,C550,5
O11888,P76,C56,2
O11889,P415,C45,2
O11890,P229,C1433,2
O11891,P141,C1022,4
O11892,P53,C1497,2
O11893,P256,C1550,4
O11894,P368,C1603,3
O11895,P207,C77,2
O11896,P357,C731,3
O11897,P335,C1650,4
O11898,P185,C804,4
O11899,P154,C274,4
O11900,P161,C1178,2
O11901,P20,C1387,2
O11902,P265,C289,2
O11903,P467,C1008,1
O11904,P360,C1102,5
O11905,P158,C1153,2
O11906,P29,C322,2
O11907,P479,C1401,2
O11908,P136,C406,1
O11909,P240,C1970,4
O11910,P212,C1466,2
O11911,P33,C491,2
O11912,P227,C463,5
O11913,P188,C1258,2
O11914,P176,C457,1
O11915,P227,C270,1
O11916,P2,C1975,2
O11917,P417,C1858,1
O11918,P472,C1603,4
O11919,P131,C1985,2
O11920,P322,C1341,2
O11921,P280,C242,2
O11922,P169,C25,1
O11923,P127,C1886,2
O11924,P64,C36,1
O11925,P251,C758,3
O11926,P72,C544,2
O11927,P147,C174,2
O11928,P347,C492,2
O11929,P434,C1129,1
O11930,P197,C279,3
O11931,P26,C621,2
O11932,P493,C496,4
O11933,P231,C1520,2
O11934,P9,C457,5
O11935,P132,C1398,5
O11936,P208,C1851,4
O11937,P407,C1338,2
O11938,P58,C1022,4
O11939,P447,C202,3
O11940,P374,C1180,5
O11941,P224,C1252,4
O11942,P78,C348,5
O11943,P277,C820,5
O11944,P184,C887,1
O11945,P71,C687,4
O11946,P300,C1334,2
O11947,P239,C336,4
O11948,P377,C108,4
O11949,P225,C1046,2
O11950,P377,C313,2
O11951,P400,C28,3
O11952,P28,C329,4
O11953,P471,C1969,1
O11954,P455,C621,5
O11955,P15,C650,1
O11956,P52,C205,5
O11957,P472,C750,3
O11958,P194,C1570,1
O11959,P388,C1231,4
O11960,P112,C330,1
O11961,P379,C878,5
O11962,P98,C697,2
O11963,P8,C1407,3
O11964,P153,C1593,3
O11965,P330,C1353,2
O11966,P104,C466,4
O11967,P54,C1894,1
O11968,P136,C91,5
O11969,P53,C150,4
O11970,P221,C992,1
O11971,P55,C251,1
O11972,P101,C1268,4
O11973,P204,C1830,3
O11974,P24,C359,2
O11975,P64,C1213,4
O11976,P26,C1963,1
O11977,P450,C1594,3
O11978,P372,C1311,2
O11979,P107,C612,5
O11980,P447,C1179,5
O11981,P309,C670,1
O11982,P416,C653,5
O11983,P328,C1278,4
O11984,P99,C1617,5
O11985,P420,C690,4
O11986,P195,C91,3
O11987,P317,C1188,5
O11988,P414,C1701,1
O11989,P250,C845,2
O11990,P374,C1566,2
O11991,P352,C1114,4
O11992,P244,C199,3
O11993,P381,C785,4
O11994,P324,C218,3
O11995,P14,C1577,1
O11996,P408,C536,2
O11997,P108,C791,5
O11998,P7,C1014,4
O11999,P151,C474,1
O12000,P33,C1343,2
O12001,P147,C1245,2
O12002,P336,C1646,3
O12003,P405,C1239,2
O12004,P63,C1078,4
O12005,P486,C380,3
O12006,P231,C1702,2
O12007,P366,C324,1
O12008,P23,C1245,4
O12009,P400,C26,2
O12010,P19,C94,5
O12011,P33,C1492,3
O12012,P377,C411,2
O12013,P482,C1045,3
O12014,P198,C626,3
O12015,P323,C653,2
O12016,P465,C1134,5
O12017,P215,C1411,2
O12018,P179,C869,3
O12019,P300,C340,4
O12020,P440,C1960,3
O12021,P398,C69,3
O12022,P374,C1659,5
O12023,P498,C274,1
O12024,P445,C1300,3
O12025,P478,C1580,1
O12026,P82,C564,2
O12027,P441,C773,1
O12028,P342,C1278,2
O12029,P59,C801,3
O12030,P156,C250,3
O12031,P388,C1451,2
O12032,P196,C1432,4
O12033,P408,C1444,3
O12034,P184,C1929,5
O12035,P445,C538,1
O12036,P36,C499,2
O12037,P39,C97,4
O12038,P450,C131,5
O12039,P434,C887,5
O12040,P101,C9,2
O12041,P348,C26,4
O12042,P168,C691,2
O12043,P17,C1367,5
O12044,P429,C634,4
O12045,P423,C588,4
O12046,P402,C1693,2
O12047,P434,C702,3
O12048,P278,C1875,1
O12049,P438,C1673,5
O12050,P478,C1355,3
O12051,P491,C895,5
O12052,P13,C522,5
O12053,P283,C238,3
O12054,P375,C1683,4
O12055,P344,C1039,4
O12056,P312,C1053,1
O12057,P388,C60,4
O12058,P195,C1138,5
O12059,P236,C837,4
O12060,P468,C304,4
O12061,P243,C146,3
O12062,P326,C284,2
O12063,P117,C1346,5
O12064,P400,C1649,1
O12065,P226,C294,4
O12066,P408,C840,4
O12067,P364,C550,1
O12068,P259,C1416,4
O12069,P288,C416,4
O12070,P79,C341,4
O12071,P464,C1263,3
O12072,P108,C767,3
O12073,P122,C415,4
O12074,P71,C293,2
O12075,P141,C850,5
O12076,P118,C1007,2
O12077,P24,C1586,3
O12078,P113,C1555,3
O12079,P455,C383,4
O12080,P330,C692,1
O12081,P179,C409,1
O12082,P401,C1425,3
O12083,P243,C901,3
O12084,P35,C916,3
O12085,P457,C666,2
O12086,P224,C1369,1
O12087,P325,C1226,3
O12088,P298,C1279,2
O12089,P233,C1142,5
O12090,P231,C1572,5
O12091,P334,C889,3
O12092,P439,C1613,4
O12093,P264,C505,5
O12094,P21,C1391,5
O12095,P73,C7,4
O12096,P184,C20,5
O12097,P94,C1872,1
O12098,P290,C287,5
O12099,P232,C1554,4
O12100,P148,C1564,2
O12101,P79,C31,5
O12102,P130,C786,5
O12103,P458,C1901,4
O12104,P318,C1508,3
O12105,P146,C33,5
O12106,P286,C1035,2
O12107,P272,C1924,3
O12108,P296,C1895,3
O12109,P192,C208,5
O12110,P130,C1417,4
O12111,P135,C391,2
O12112,P419,C996,5
O12113,P302,C1297,4
O12114,P275,C1653,3
O12115,P241,C170,4
O12116,P270,C891,2
O12117,P138,C885,4
O12118,P451,C1352,5
O12119,P123,C1143,1
O12120,P403,C725,4
O12121,P357,C1112,2
O12122,P314,C1891,5
O12123,P163,C1583,4
O12124,P244,C1954,3
O12125,P472,C855,2
O12126,P90,C1568,1
O12127,P171,C1993,3
O12128,P304,C870,5
O12129,P261,C1098,4
O12130,P241,C1119,3
O12131,P396,C296,4
O12132,P448,C545,4
O12133,P7,C980,3
O12134,P432,C749,1
O12135,P321,C404,2
O12136,P63,C1816,4
O12137,P43,C928,2
O12138,P288,C1759,2
O12139,P29,C1660,2
O12140,P418,C1802,5
O12141,P77,C1132,2
O12142,P490,C403,4
O12143,P345,C125,2
O12144,P83,C1578,4
O12145,P111,C1833,5
O12146,P192,C249,4
O12147,P170,C1688,2
O12148,P230,C936,5
O12149,P112,C380,3
O12150,P368,C1528,3
O12151,P284,C1309,1
O12152,P126,C1275,3
O12153,P292,C1460,3
O12154,P32,C1152,4
O12155,P373,C1326,3
O12156,P273,C1153,5
O12157,P27,C1410,2
O12158,P171,C818,1
O12159,P423,C622,2
O12160,P82,C1339,2
O12161,P343,C1726,5
O12162,P348,C460,2
O12163,P373,C1385,2
O12164,P421,C1956,3
O12165,P345,C415,5
O12166,P100,C118,4
O12167,P174,C602,3
O12168,P255,C1442,4
O12169,P250,C417,5
O12170,P273,C460,3
O12171,P67,C1621,3
O12172,P191,C1563,5
O12173,P205,C1525,4
O12174,P68,C1362,1
O12175,P117,C617,3
O12176,P63,C1431,5
O12177,P313,C968,4
O12178,P332,C663,3
O12179,P158,C42,4
O12180,P30,C1896,4
O12181,P260,C411,5
O12182,P32,C707,3
O12183,P80,C1099,5
O12184,P351,C1644,4
O12185,P479,C1840,2
O12186,P115,C798,3
O12187,P277,C1884,5
O12188,P218,C21,4
O12189,P287,C1425,1
O12190,P49,C1083,1
O12191,P245,C919,3
O12192,P116,C715,2
O12193,P493,C1373,5
O12194,P278,C109,5
O12195,P62,C1840,1
O12196,P479,C250,4
O12197,P481,C321,3
O12198,P341,C810,2
O12199,P174,C993,2
O12200,P488,C1980,4
O12201,P81,C1280,2
O12202,P215,C1756,1
O12203,P193,C1006,2
O12204,P422,C16,3
O12205,P334,C1314,2
O12206,P126,C1833,5
O12207,P52,C223,3
O12208,P227,C629,1
O12209,P461,C363,4
O12210,P219,C1561,2
O12211,P182,C283,5
O12212,P6,C1403,2
O12213,P463,C1220,3
O12214,P345,C1308,5
O12215,P20,C1072,5
O12216,P78,C1450,3
O12217,P71,C892,2
O12218,P290,C1626,3
O12219,P81,C898,1
O12220,P124,C463,3
O12221,P459,C315,5
O12222,P453,C1504,2
O12223,P204,C1728,4
O12224,P330,C1360,4
O12225,P183,C1302,1
O12226,P233,C609,3
O12227,P446,C714,5
O12228,P256,C1525,4
O12229,P111,C1274,5
O12230,P408,C1213,5
O12231,P432,C1708,1
O12232,P98,C289,3
O12233,P105,C1922,1
O12234,P320,C136,2
O12235,P101,C1289,2
O12236,P380,C1115,4
O12237,P141,C1781,1
O12238,P172,C1015,3
O12239,P469,C813,1
O12240,P435,C1016,4
O12241,P372,C6,2
O12242,P117,C1300,3
O12243,P190,C1638,2
O12244,P135,C442,5
O12245,P394,C448,4
O12246,P115,C1503,1
O12247,P21,C1194,3
O12248,P371,C1764,1
O12249,P67,C1949,4
O12250,P18,C1927,3
O12251,P239,C760,4
O12252,P434,C741,5
O12253,P439,C547,2
O12254,P405,C1411,5
O12255,P431,C1119,2
O12256,P130,C886,2
O12257,P1,C1690,3
O12258,P9,C1728,1
O12259,P342,C5,3
O12260,P209,C120,5
O12261,P49,C896,2
O12262,P93,C1583,3
O12263,P245,C1179,1
O12264,P370,C909,1
O12265,P141,C1143,1
O12266,P474,C1029,2
O12267,P263,C791,1
O12268,P336,C1076,5
O12269,P309,C919,4
O12270,P447,C427,5
O12271,P250,C24,5
O12272,P428,C1222,3
O12273,P216,C1100,1
O12274,P322,C1778,4
O12275,P408,C731,4
O12276,P421,C1959,3
O12277,P231,C1777,1
O12278,P280,C1083,3
O12279,P382,C1796,2
O12280,P437,C1861,3
O12281,P194,C809,3
O12282,P221,C599,5
O12283,P456,C1408,4
O12284,P271,C1743,2
O12285,P81,C127,3
O12286,P403,C1059,1
O12287,P247,C1559,5
O12288,P298,C1167,4
O12289,P84,C1259,4
O12290,P88,C1734,4
O12291,P365,C851,1
O12292,P493,C293,3
O12293,P456,C1739,1
O12294,P193,C754,3
O12295,P164,C583,3
O12296,P382,C722,2
O12297,P325,C628,4
O12298,P218,C1265,4
O12299,P250,C552,3
O12300,P249,C1541,4
O12301,P12,C90,1
O12302,P422,C603,5
O12303,P435,C1616,2
O12304,P457,C1371,3
O12305,P286,C1958,1
O12306,P432,C1616,1
O12307,P223,C1750,1
O12308,P386,C23,1
O12309,P244,C98,1
O12310,P439,C834,3
O12311,P25,C429,2
O12312,P346,C969,5
O12313,P425,C740,3
O12314,P94,C370,4
O12315,P104,C646,3
O12316,P136,C1934,4
O12317,P50,C1362,2
O12318,P88,C1360,5
O12319,P163,C388,2
O12320,P127,C263,5
O12321,P170,C970,4
O12322,P139,C1690,2
O12323,P198,C1845,4
O12324,P136,C1058,2
O12325,P198,C495,4
O12326,P487,C1231,5
O12327,P291,C1428,1
O12328,P372,C1674,4
O12329,P351,C542,4
O12330,P198,C657,4
O12331,P450,C1460,1
O12332,P337,C1456,1
O12333,P349,C1654,5
O12334,P125,C1299,2
O12335,P7,C844,3
O12336,P164,C1527,2
O12337,P243,C642,2
O12338,P196,C1328,3
O12339,P51,C1225,2
O12340,P245,C1509,4
O12341,P179,C1367,3
O12342,P482,C218,3
O12343,P242,C431,4
O12344,P216,C39,1
O12345,P378,C1721,1
O12346,P129,C1642,3
O12347,P286,C702,5
O12348,P71,C979,4
O12349,P474,C1933,1
O12350,P480,C441,4
O12351,P460,C486,1
O12352,P99,C1663,1
O12353,P21,C603,1
O12354,P191,C612,4
O12355,P456,C1978,3
O12356,P70,C610,4
O12357,P9,C573,5
O12358,P331,C1244,5
O12359,P44,C56,4
O12360,P105,C829,2
O12361,P139,C1688,1
O12362,P130,C1363,5
O12363,P102,C1892,5
O12364,P277,C695,5
O12365,P488,C1160,2
O12366,P178,C578,4
O12367,P317,C1758,2
O12368,P163,C768,2
O12369,P208,C1687,1
O12370,P498,C1967,4
O12371,P118,C824,4
O12372,P414,C544,4
O12373,P96,C1761,3
O12374,P172,C426,2
O12375,P103,C235,2
O12376,P240,C1024,5
O12377,P288,C1732,2
O12378,P299,C1197,3
O12379,P112,C49,3
O12380,P226,C1753,4
O12381,P255,C569,4
O12382,P292,C1666,5
O12383,P12,C171,1
O12384,P148,C492,5
O12385,P337,C1679,2
O12386,P15,C516,4
O12387,P134,C232,5
O12388,P449,C1603,4
O12389,P25,C1404,5
O12390,P356,C417,1
O12391,P76,C1984,5
O12392,P37,C906,2
O12393,P421,C1234,5
O12394,P421,C913,3
O12395,P290,C461,4
O12396,P500,C1516,1
O12397,P259,C1658,3
O12398,P109,C1461,4
O12399,P341,C1222,1
O12400,P43,C840,3
O12401,P292,C1906,4
O12402,P275,C1972,4
O12403,P240,C180,3
O12404,P480,C370,1
O12405,P294,C480,5
O12406,P439,C622,3
O12407,P129,C782,5
O12408,P86,C1084,4
O12409,P206,C1100,5
O12410,P64,C225,3
O12411,P22,C1884,4
O12412,P231,C545,2
O12413,P352,C1670,5
O12414,P482,C1287,1
O12415,P484,C919,4
O12416,P219,C1456,5
O12417,P1,C408,2
O12418,P170,C1561,2
O12419,P479,C1147,5
O12420,P295,C703,1
O12421,P393,C1832,5
O12422,P16,C1538,4
O12423,P72,C622,3
O12424,P34,C1024,4
O12425,P98,C1253,4
O12426,P346,C897,5
O12427,P236,C342,5
O12428,P454,C641,5
O12429,P486,C1815,5
O12430,P70,C82,2
O12431,P157,C1911,4
O12432,P467,C1924,5
O12433,P134,C1653,3
O12434,P260,C316,3
O12435,P207,C1510,1
O12436,P279,C472,4
O12437,P197,C1169,1
O12438,P105,C920,5
O12439,P471,C134,1
O12440,P369,C1454,2
O12441,P465,C337,1
O12442,P469,C1386,1
O12443,P461,C873,2
O12444,P452,C386,1
O12445,P242,C59,2
O12446,P395,C1910,5
O12447,P217,C54,2
O12448,P410,C1044,2
O12449,P227,C1009,5
O12450,P141,C59,5
O12451,P458,C1456,2
O12452,P328,C1436,4
O12453,P56,C433,3
O12454,P159,C299,4
O12455,P363,C848,1
O12456,P369,C52,5
O12457,P44,C784,5
O12458,P25,C1811,2
O12459,P383,C1069,2
O12460,P233,C1215,5
O12461,P499,C437,2
O12462,P196,C1916,3
O12463,P119,C1589,4
O12464,P166,C1043,2
O12465,P18,C1059,5
O12466,P212,C573,5
O12467,P147,C993,3
O12468,P121,C1895,2
O12469,P489,C1023,3
O12470,P458,C812,2
O12471,P361,C518,5
O12472,P453,C1800,1
O12473,P109,C136,2
O12474,P135,C1560,3
O12475,P221,C299,1
O12476,P169,C1512,3
O12477,P422,C1510,1
O12478,P17,C1233,3
O12479,P452,C1629,2
O12480,P470,C1960,3
O12481,P145,C1938,4
O12482,P99,C1849,4
O12483,P176,C1040,3
O12484,P184,C817,5
O12485,P160,C1787,1
O12486,P415,C736,2
O12487,P335,C515,3
O12488,P254,C1636,4
O12489,P178,C1365,3
O12490,P15,C1879,1
O12491,P67,C1394,5
O12492,P20,C1864,3
O12493,P387,C958,4
O12494,P355,C1022,4
O12495,P343,C1018,4
O12496,P139,C1111,4
O12497,P449,C581,4
O12498,P163,C126,4
O12499,P305,C532,1
O12500,P471,C853,1
O12501,P36,C34,3
O12502,P335,C246,2
O12503,P159,C1791,5
O12504,P4,C1341,4
O12505,P116,C686,4
O12506,P402,C1441,4
O12507,P112,C443,3
O12508,P111,C1903,4
O12509,P171,C1328,2
O12510,P441,C328,1
O12511,P106,C3,2
O12512,P400,C269,5
O12513,P228,C710,1
O12514,P454,C1471,1
O12515,P133,C964,4
O12516,P175,C1942,2
O12517,P426,C124,5
O12518,P25,C871,4
O12519,P82,C1878,3
O12520,P115,C1453,1
O12521,P380,C1570,1
O12522,P56,C1258,5
O12523,P64,C503,5
O12524,P297,C830,1
O12525,P446,C1672,3
O12526,P38,C1993,1
O12527,P416,C1454,1
O12528,P412,C477,3
O12529,P348,C660,3
O12530,P292,C1200,5
O12531,P438,C171,2
O12532,P337,C1832,1
O12533,P285,C495,5
O12534,P52,C695,3
O12535,P127,C1698,3
O12536,P330,C1496,4
O12537,P146,C1604,3
O12538,P299,C469,3
O12539,P302,C118,4
O12540,P17,C837,2
O12541,P477,C1671,4
O12542,P229,C1374,5
O12543,P183,C393,2
O12544,P481,C436,2
O12545,P289,C1688,2
O12546,P34,C250,3
O12547,P386,C1443,1
O12548,P167,C966,3
O12549,P246,C1991,5
O12550,P156,C1466,1
O12551,P479,C282,2
O12552,P6,C1325,3
O12553,P483,C348,1
O12554,P133,C1144,3
O12555,P137,C1621,4
O12556,P441,C1814,3
O12557,P213,C602,1
O12558,P60,C308,3
O12559,P313,C922,3
O12560,P53,C1675,1
O12561,P25,C833,3
O12562,P361,C1114,1
O12563,P63,C1213,2
O12564,P343,C746,5
O12565,P157,C1986,5
O12566,P498,C1797,3
O12567,P108,C1294,4
O12568,P38,C1430,1
O12569,P312,C671,5
O12570,P198,C1529,5
O12571,P147,C368,1
O12572,P281,C1198,1
O12573,P119,C496,5
O12574,P32,C1323,4
O12575,P202,C850,2
O12576,P180,C1023,2
O12577,P189,C1671,3
O12578,P397,C670,3
O12579,P78,C186,2
O12580,P430,C150,2
O12581,P480,C1002,4
O12582,P344,C752,3
O12583,P180,C1534,4
O12584,P384,C864,2
O12585,P48,C943,3
O12586,P484,C1354,1
O12587,P114,C1859,5
O12588,P457,C1321,5
O12589,P371,C1718,4
O12590,P155,C1221,5
O12591,P55,C191,1
O12592,P81,C1598,2
O12593,P35,C426,4
O12594,P323,C480,4
O12595,P22,C1795,1
O12596,P62,C494,5
O12597,P7,C1086,3
O12598,P66,C1216,4
O12599,P118,C970,4
O12600,P289,C1303,3
O12601,P53,C380,5
O12602,P307,C766,3
O12603,P138,C403,1
