factory_id,product,units_produced,defect_rate,production_cost
2,Steel,4431,0.07396383780115066,195714
8,Steel,9845,0.06210542416986142,156416
7,Steel,4249,0.017645914335402007,144587
9,Steel,5240,0.03324007289102739,95982
13,Steel,16873,0.07148988226246403,32218
7,Consumer Goods,16383,0.12607010500239502,71677
7,Cement,12919,0.026982613112099908,101466
1,Steel,17291,0.02463425238482763,99744
2,Consumer Goods,18927,0.12267611627258576,130323
17,Steel,5772,0.0789241722635492,37395
10,Consumer Goods,15117,0.060434894539338514,172746
15,Cement,9258,0.07458950991269832,15515
16,Cement,15603,0.0675185364783252,17920
13,Consumer Goods,14881,0.11946518388925802,126614
8,Steel,13473,0.011305830736679684,73968
9,Cement,12062,0.07064220100729382,92148
1,Steel,2479,0.0322396535491451,153174
4,Steel,7640,0.05316001859113272,169797
18,Consumer Goods,13976,0.025703967367303744,114889
1,Steel,2815,0.06977833424756814,195911
3,Consumer Goods,8792,0.1000613188792111,39792
10,Consumer Goods,5256,0.10262305269361346,132725
2,Consumer Goods,7296,0.12154412179547386,99886
18,Cement,14814,0.12410159617874182,175134
2,Steel,12136,0.09368268350976447,96145
13,Consumer Goods,532,0.0594409994757423,126236
9,Consumer Goods,15033,0.01718416788055901,196103
2,Steel,9023,0.015021798253608883,187071
2,Cement,4715,0.025856834647545693,188356
5,Consumer Goods,17041,0.14773640036531738,119551
14,Consumer Goods,19572,0.12003684060655129,73724
3,Consumer Goods,5544,0.06668211527299477,162063
14,Consumer Goods,11614,0.07526816369869059,13009
1,Steel,8346,0.11323338814418943,113861
9,Consumer Goods,5885,0.08201608979831629,18416
16,Cement,2598,0.06045827397484962,45018
17,Steel,19040,0.0589384923296071,70246
8,Cement,5954,0.03934983294006118,34295
15,Steel,2627,0.13398562372172693,149399
8,Steel,2885,0.0679815360592272,136755
7,Steel,13219,0.11533081115902398,113456
9,Cement,16524,0.09032669350332428,183084
2,Cement,8262,0.11557311130164015,199790
10,Consumer Goods,4926,0.05492739242743225,127725
5,Cement,19162,0.11528122549424565,35927
16,Consumer Goods,1974,0.12059556105112869,49356
1,Steel,13551,0.02459921160026263,60545
6,Consumer Goods,6489,0.022804929215393392,26310
10,Cement,7988,0.14796940063509956,132547
10,Steel,9740,0.02651356045467728,75906
19,Steel,17299,0.10587772185201619,159115
13,Consumer Goods,6007,0.11469385244482967,62595
19,Consumer Goods,19050,0.018891514252350014,60428
3,Cement,6282,0.11451153061845787,147701
13,Steel,14403,0.0687320924196853,118982
4,Consumer Goods,19262,0.04845436048230415,151329
8,Steel,13146,0.10314629014103587,133098
12,Cement,7793,0.12663742846264445,104719
17,Steel,17172,0.09019123033440482,101313
1,Consumer Goods,3100,0.13188786394450147,190432
2,Cement,18609,0.013129834308320782,101948
9,Cement,14832,0.11340467040032498,155934
1,Steel,6553,0.03371634651140095,57338
19,Consumer Goods,1216,0.050050353760897434,177046
17,Steel,5823,0.09011533444437247,39904
5,Steel,13990,0.04842231497501184,136618
15,Steel,19277,0.033541539599644135,120119
12,Consumer Goods,11754,0.13396975063780267,92192
4,Steel,17896,0.13694128304287492,33711
15,Steel,2860,0.015091998485397978,49055
3,Cement,2446,0.08001696018589727,46347
14,Cement,4012,0.03851503636162046,119277
4,Cement,8618,0.13087723115255112,17501
19,Consumer Goods,1851,0.07475297598954038,51461
6,Steel,16110,0.07698408399103829,164043
17,Steel,15317,0.09784617284379675,79361
18,Cement,19959,0.017787370763908322,85601
8,Steel,11039,0.027821730404617405,111368
19,Consumer Goods,17411,0.07977392266413966,144223
12,Steel,11345,0.14533896822780867,18143
17,Cement,14602,0.12810477974948933,23465
19,Consumer Goods,11666,0.13451056172052825,27733
1,Steel,13967,0.029201703732228655,140886
11,Steel,16293,0.14420734802305774,18200
10,Steel,14168,0.11219895443804859,63439
16,Consumer Goods,9973,0.05559590559377499,183145
5,Steel,5985,0.1310254025872163,41745
17,Cement,14675,0.11462337926332533,185523
9,Cement,3779,0.11311136714774706,25285
8,Cement,13518,0.11284686761447911,70820
10,Cement,16240,0.12211950865163025,178427
8,Consumer Goods,11986,0.14279408246515787,17874
3,Cement,1544,0.02916204088066049,33307
12,Cement,14982,0.1499331397608214,131799
4,Cement,3939,0.13212754643096616,17161
18,Consumer Goods,17196,0.07182780865695532,92596
9,Consumer Goods,16448,0.03204130220442537,78308
4,Steel,9007,0.07353037413052126,89780
2,Cement,11142,0.11900564449837427,44151
7,Steel,2390,0.09434348542971552,52600
18,Consumer Goods,14259,0.04913712824353118,132068
2,Steel,12692,0.06695125991245109,124391
2,Consumer Goods,2528,0.1436018389827389,43837
10,Steel,16190,0.12253491978842188,161732
3,Cement,13751,0.027369712604563515,183627
19,Consumer Goods,3407,0.08635487464478708,185859
2,Consumer Goods,3643,0.14033788271122574,18538
3,Consumer Goods,9419,0.014803230356460827,114893
9,Cement,8074,0.015956631727145978,27212
11,Cement,10159,0.11034258235968186,28070
11,Consumer Goods,9806,0.09057638807398596,155206
3,Consumer Goods,2177,0.016439925003384162,129035
5,Cement,2543,0.1494423079319007,117971
12,Cement,8181,0.09121334139929783,12698
15,Cement,3614,0.07887016410166815,65203
17,Cement,14153,0.07267758546943787,33011
16,Cement,5353,0.1080957511533735,40478
17,Cement,8595,0.07416998387274373,112210
15,Steel,7099,0.10227074907105922,190847
13,Cement,2841,0.07836678984140323,124845
2,Cement,12744,0.09550048647451252,133448
17,Consumer Goods,17993,0.12272605824424582,48589
1,Consumer Goods,18134,0.12440353214889786,186086
10,Steel,7908,0.12886675082301374,120400
4,Cement,3573,0.038415760475278525,140048
10,Consumer Goods,6045,0.018556786078031587,87832
12,Consumer Goods,11227,0.12705938635102013,63756
3,Steel,1415,0.01592169834637979,63791
1,Cement,17145,0.03988870452553754,53820
19,Consumer Goods,6014,0.08366783178559403,46958
1,Cement,15544,0.12976068023733905,172488
19,Steel,3540,0.13554937928026256,52260
4,Steel,5403,0.09792709164645086,163110
13,Cement,13335,0.14534621707591622,47836
14,Steel,19546,0.11219201091495501,127657
14,Consumer Goods,11686,0.0838814162753812,62184
3,Steel,6741,0.028811881406280375,178052
19,Steel,2472,0.07002997193043894,93399
11,Cement,2674,0.12512771880445533,129143
9,Consumer Goods,18211,0.04971060800758944,195373
6,Cement,7222,0.0909579602864482,136834
4,Cement,9531,0.14768083053146686,100185
5,Cement,7748,0.03441935092464478,162530
9,Steel,12528,0.024204016052052593,63055
1,Steel,17431,0.12138353503778733,76978
15,Cement,12854,0.013489054397116593,47670
11,Steel,12358,0.10005583095958423,87622
1,Steel,6052,0.057004299160686056,103925
17,Cement,4376,0.1113339335803404,134166
15,Consumer Goods,4291,0.026835444127488554,189645
14,Consumer Goods,19755,0.05620615192208064,174390
9,Steel,8042,0.01238516652998255,151715
4,Consumer Goods,1074,0.04291273915950496,136391
9,Consumer Goods,1601,0.07765621131053445,101999
5,Steel,18259,0.03486587774857022,139729
3,Consumer Goods,5734,0.09395177481888954,151454
18,Steel,14316,0.02654052718913448,154276
9,Cement,7374,0.11433129687771203,38878
4,Consumer Goods,16013,0.13903306710450108,86321
7,Cement,14819,0.06402956527204728,165426
1,Cement,13322,0.08394884945389616,122498
16,Steel,6345,0.07839187077910562,97300
6,Consumer Goods,4231,0.11995536621757785,76642
6,Consumer Goods,12214,0.14918674416796873,139286
14,Consumer Goods,11046,0.11299603709276516,190020
5,Consumer Goods,4250,0.040034232042153006,26109
11,Steel,13624,0.10745122123267757,159675
1,Cement,1799,0.09620695922045551,157817
10,Consumer Goods,17770,0.0394167839986231,104249
1,Consumer Goods,12499,0.04373465690315106,52723
4,Steel,11677,0.10139015324728544,73237
8,Consumer Goods,18930,0.12309461248007685,153491
1,Consumer Goods,7502,0.11673656889384267,99540
8,Cement,6027,0.0948976646748654,78493
14,Consumer Goods,11992,0.14125592025510117,90480
17,Consumer Goods,3798,0.11234637509073293,199492
9,Cement,12090,0.08586823384365355,123428
6,Consumer Goods,13064,0.12426869933958695,85148
1,Cement,14679,0.050667757098731794,107678
9,Steel,10752,0.04688898425809,39678
1,Cement,18410,0.14600371331952694,23484
14,Cement,15032,0.14297503807177084,181347
11,Consumer Goods,13402,0.13327226390511568,86162
8,Consumer Goods,19034,0.04001167356715817,170400
12,Consumer Goods,13981,0.09227645772459102,34208
6,Consumer Goods,2656,0.08490701249107487,115939
17,Cement,11115,0.038435188001352795,24099
11,Steel,3294,0.07269034392833655,110099
10,Consumer Goods,4743,0.07512041976284228,138330
8,Cement,15860,0.04368716941820156,91422
12,Steel,3542,0.14368331485356217,153160
4,Steel,7392,0.07898009882982589,124092
13,Steel,4591,0.08348486090964706,125482
3,Cement,935,0.09380104489896898,144139
4,Consumer Goods,2872,0.13417334146823745,54247
8,Cement,10896,0.08466335579586111,68643
5,Consumer Goods,611,0.08573520703564526,23390
2,Steel,3534,0.04362706691300171,184469
8,Steel,6074,0.09439440678804391,140389
5,Cement,6388,0.0633609344222551,125412
16,Steel,9788,0.10054940941833686,122535
15,Cement,5549,0.05210448991408086,27616
19,Consumer Goods,7860,0.11020197176351033,101702
13,Steel,17841,0.09664638982386692,99438
11,Consumer Goods,5468,0.07642775615366329,141611
16,Steel,8785,0.02353414072234304,180839
18,Consumer Goods,19650,0.09777554257657357,52656
15,Steel,7325,0.13029905420167057,30978
6,Consumer Goods,1167,0.03395041543792391,53997
8,Steel,1014,0.0218607251458663,77955
4,Cement,4789,0.015539629693052861,11188
16,Consumer Goods,10793,0.014454623293253676,49308
11,Consumer Goods,1311,0.12788968427293843,181434
2,Cement,16068,0.11186609166705398,67393
4,Cement,18404,0.03832176688697106,185628
14,Cement,6249,0.1383964541742604,26454
11,Steel,18362,0.02894757396117449,51451
4,Cement,15939,0.062382783144565225,190697
3,Steel,18885,0.0732951626677781,130008
5,Steel,19022,0.020625405241425247,91698
6,Cement,3569,0.058646388260687805,22311
9,Cement,17234,0.024263297559377027,172784
4,Steel,19189,0.1205684147054646,51428
7,Consumer Goods,15139,0.01655593521953196,93380
13,Consumer Goods,1764,0.012399119812349589,70844
10,Cement,18441,0.11254981566006575,43796
12,Consumer Goods,9477,0.11931876428224142,68187
10,Steel,7234,0.07938820176767789,24725
11,Consumer Goods,15139,0.05450216246890245,127585
11,Steel,14346,0.04310343808592248,162582
6,Cement,12898,0.02638390597577111,10722
6,Cement,10999,0.07779222371570707,189689
6,Consumer Goods,1165,0.0787524784739094,193624
12,Cement,15366,0.0738345051684559,193535
14,Cement,4157,0.11895676383876,160330
18,Steel,16073,0.02396876043158183,134883
19,Steel,15025,0.10380140335998285,52697
10,Steel,14452,0.0662194252059985,163705
10,Steel,10883,0.043732984113423364,184656
7,Cement,7403,0.10542317566298635,16690
10,Steel,5799,0.03767490584068249,149223
14,Steel,18426,0.0423283791015634,115003
5,Steel,16715,0.14979639152460586,117782
11,Consumer Goods,1217,0.13441362165354662,66598
7,Steel,3420,0.10759947657691989,32871
18,Cement,1154,0.054206786101837004,166435
11,Cement,6828,0.08514056887567761,101679
3,Steel,4311,0.027726211325360545,165102
7,Consumer Goods,14937,0.05675321268094174,175728
4,Consumer Goods,18633,0.019515875066537396,165811
19,Consumer Goods,16247,0.09544456639963587,182433
18,Consumer Goods,6611,0.1300494038383777,159988
11,Steel,11419,0.12333718215357077,125360
14,Steel,17965,0.1298513776666496,184916
10,Cement,12875,0.03444396060123401,193377
14,Cement,5863,0.1010118456027418,92184
4,Consumer Goods,11033,0.14394388534680178,142137
12,Consumer Goods,3701,0.11965516304003397,164590
12,Cement,7498,0.010474653031676818,21646
2,Cement,5831,0.13352292561763157,92126
6,Consumer Goods,11451,0.10880917899934117,104317
5,Cement,17174,0.027088687828819187,64915
19,Consumer Goods,7460,0.053935161579406025,29885
15,Steel,6238,0.02645207372646663,146934
10,Consumer Goods,3923,0.11217346969161188,147287
7,Steel,11858,0.010493344097416866,150923
19,Steel,3999,0.07503310539710856,176596
8,Steel,13586,0.14997325628234537,84006
15,Cement,17727,0.12915827466670451,99194
4,Cement,15473,0.09221104003250348,124102
13,Consumer Goods,17797,0.10715078016531905,34206
5,Steel,9668,0.09450943072772501,182082
11,Consumer Goods,1700,0.12351843256021747,97162
16,Steel,18532,0.13403787531198402,156993
18,Steel,621,0.11732293361614454,129214
15,Consumer Goods,4870,0.03547475413638415,168246
1,Consumer Goods,9651,0.0621529958486125,51283
8,Consumer Goods,4315,0.11981714970138346,130647
4,Consumer Goods,4907,0.12524486120849113,110108
9,Cement,15253,0.09803238279278526,148917
19,Steel,18236,0.10998033094555253,71987
7,Steel,1187,0.03442979881027272,93364
15,Cement,14056,0.06217321300538464,25273
3,Steel,13944,0.08484907941151697,88199
12,Cement,17739,0.147719176842728,151420
2,Steel,15506,0.1218901826329887,142850
19,Cement,14603,0.036966767772849796,176378
7,Cement,4936,0.05933691566220733,181643
11,Steel,521,0.04036576099619529,119790
19,Steel,16473,0.031316272476388476,39714
8,Steel,7817,0.02679721273577882,86324
13,Consumer Goods,18888,0.14519842572498634,146408
9,Steel,7212,0.13692869924242415,189812
2,Steel,12644,0.07765419722808603,179369
18,Steel,1469,0.08679624875775971,32015
15,Consumer Goods,4278,0.12740718498770967,82893
11,Steel,9036,0.10083737034319581,97860
15,Cement,16784,0.11257210836758634,117458
18,Cement,3831,0.12075986171900444,109633
14,Consumer Goods,4795,0.07762402602785859,156280
19,Consumer Goods,16462,0.14647100475854588,185556
13,Consumer Goods,12299,0.09797109599382162,112506
16,Consumer Goods,15573,0.09868793523438076,81324
2,Consumer Goods,17423,0.029746319097910506,101665
2,Steel,15731,0.1482832096989827,190283
17,Cement,10985,0.01990857487294101,75653
18,Cement,10752,0.147989089118892,49591
10,Steel,13765,0.13747918193190453,75821
12,Consumer Goods,1988,0.12989883803595828,105772
3,Steel,785,0.10430381719587807,147817
6,Consumer Goods,6233,0.09524013249840697,81225
5,Cement,18121,0.14952680245184682,47877
8,Cement,15780,0.14635964806947258,161667
18,Consumer Goods,16996,0.1236566317088805,49975
16,Steel,4933,0.02216060663964385,185368
14,Consumer Goods,7426,0.06210332575759467,53629
6,Consumer Goods,11498,0.1312298933774861,90076
11,Cement,17937,0.10835284551074954,37109
6,Consumer Goods,2063,0.027080588495498853,156253
5,Steel,16327,0.05875479578065016,160926
15,Consumer Goods,14199,0.012719570584848709,110897
6,Cement,14391,0.13499245745596564,172545
16,Steel,7189,0.1145807399870078,114777
18,Steel,9162,0.07102052048907449,104822
1,Cement,19798,0.11645433435278543,104517
3,Cement,3486,0.1406791071195944,128951
3,Consumer Goods,16086,0.04918483697112161,124886
7,Cement,14526,0.05001435774907666,108705
14,Cement,3120,0.07757120740372758,22471
18,Cement,11954,0.10896594784419694,128489
15,Cement,9833,0.14902524094714187,108320
13,Steel,4903,0.032810403756507,94934
19,Steel,17922,0.057898979087370225,155563
2,Steel,12242,0.060881596871130844,142116
7,Cement,16938,0.11161535618900631,97460
13,Consumer Goods,13200,0.13412369143287042,179070
4,Consumer Goods,7912,0.035731319381180314,100751
6,Consumer Goods,12603,0.10991105002514005,67801
18,Consumer Goods,7625,0.1373470822063425,133885
19,Steel,3967,0.02698139366009565,84803
15,Consumer Goods,1994,0.09890839720886348,148512
3,Steel,4633,0.03833376898811127,92725
17,Consumer Goods,4203,0.07175972862656964,104794
16,Consumer Goods,15999,0.027753223215914925,189104
13,Steel,17066,0.10570668697538223,51822
8,Steel,1736,0.06619255318739577,63035
14,Consumer Goods,12927,0.08941537714037245,21351
4,Cement,9312,0.08329592541756271,150718
7,Consumer Goods,16338,0.10715787239691783,12628
10,Consumer Goods,4627,0.13538096757767268,117689
15,Consumer Goods,734,0.0491649073742065,135744
16,Steel,572,0.09332335393669833,151417
8,Consumer Goods,2289,0.09032729302152635,67670
2,Cement,9359,0.05412034468392903,197153
17,Consumer Goods,4523,0.07994206166167839,61045
6,Cement,12504,0.01566344430994955,105838
16,Cement,11031,0.06977063004986463,157777
2,Cement,14744,0.04787376405688141,140805
18,Consumer Goods,12051,0.1309565910135021,159819
11,Steel,2760,0.06009083633950717,79739
12,Steel,4762,0.036909361738853876,160044
5,Consumer Goods,7888,0.08415397156111731,185073
2,Consumer Goods,7434,0.12353502266534634,115022
18,Cement,7956,0.05956640624148525,159006
6,Consumer Goods,14691,0.12855625751700267,117528
1,Steel,10719,0.05565813806343573,20575
9,Consumer Goods,8870,0.11298372462920714,103505
15,Consumer Goods,6617,0.026135164850008268,167696
8,Consumer Goods,2551,0.018708077230330362,75656
14,Cement,14779,0.1132606268012075,129096
4,Consumer Goods,12227,0.0615757499561343,92103
7,Consumer Goods,3440,0.06501933838135861,152995
8,Consumer Goods,11509,0.09038137058851843,130045
10,Steel,4128,0.14816182238456851,55944
18,Cement,8134,0.03401137224843507,123659
18,Cement,5963,0.051979570998751494,14917
19,Steel,9923,0.10081851123053566,125991
4,Cement,4198,0.10813486278922833,137102
13,Steel,2459,0.10886033626452152,132163
6,Cement,2026,0.09335673753860946,82917
13,Cement,10869,0.09235974101410271,189475
16,Cement,7429,0.03073497293819591,56076
10,Consumer Goods,4019,0.12684755221030936,111051
9,Cement,18579,0.011245413570538463,102812
7,Consumer Goods,14571,0.06846081649564384,114884
17,Consumer Goods,12811,0.040157295250030235,157461
7,Consumer Goods,876,0.024607587815162934,131112
2,Steel,1278,0.05472871268806304,62910
19,Cement,5775,0.10200622099953198,102174
1,Cement,3843,0.07959160744403225,42053
2,Cement,14928,0.1322936206623344,163002
5,Consumer Goods,4095,0.09395596364103033,11663
18,Cement,14561,0.04543876504212512,58653
6,Consumer Goods,14956,0.08213093234073,43153
6,Consumer Goods,19383,0.04183401253135228,96777
16,Consumer Goods,15437,0.03501190651677369,184953
16,Consumer Goods,13687,0.14370287355899042,82975
3,Cement,17470,0.07552459652866353,36861
3,Consumer Goods,7989,0.10116913270304705,78509
4,Steel,19883,0.13228051880654257,147686
6,Steel,7244,0.05510487128529325,90998
3,Steel,9301,0.12046353361565294,71234
9,Consumer Goods,11192,0.12043577081630731,35842
3,Cement,19367,0.12536166632358955,115464
6,Cement,14418,0.036525036197859344,190438
9,Consumer Goods,19583,0.14479763279444244,172690
15,Consumer Goods,7984,0.0484693812421552,135874
9,Consumer Goods,16323,0.11875406831878907,73608
5,Steel,608,0.032722825946846466,73004
16,Consumer Goods,1998,0.13939178819890585,102903
3,Consumer Goods,9641,0.06989834167926766,165792
9,Cement,15508,0.10361148326457824,102644
17,Cement,18551,0.12902685497762098,10836
3,Steel,11086,0.04953411225733403,112904
7,Steel,5417,0.06445944175182486,169316
7,Steel,16505,0.05387448906949904,35921
6,Steel,7928,0.04960187196469728,126469
8,Consumer Goods,1557,0.08144220297151056,153254
4,Consumer Goods,18252,0.08654429911916356,112862
15,Steel,15367,0.020755185726603002,192422
6,Steel,10363,0.10426100046164839,45754
16,Cement,16105,0.0688001836813091,109517
5,Cement,4125,0.13453410761591791,135985
12,Cement,15525,0.13397313836447916,111733
14,Steel,19620,0.11081298967242716,99192
6,Cement,9396,0.12952964632072325,141440
3,Steel,12521,0.13915197216153394,107842
19,Consumer Goods,17854,0.09082604184283041,182203
10,Steel,17372,0.1460668902836826,51679
7,Consumer Goods,11798,0.14375584059458854,132177
13,Consumer Goods,10781,0.025383573037213183,66927
1,Steel,8861,0.08318570510212976,82249
1,Cement,12708,0.026025445006306096,88506
17,Steel,7650,0.10577869909391292,78863
4,Cement,10284,0.11713861002312062,27829
14,Consumer Goods,13655,0.13385491527364032,182187
6,Consumer Goods,9257,0.10100133538955423,119752
14,Consumer Goods,10109,0.07355898857449027,74040
15,Consumer Goods,7855,0.03183117841223634,25320
1,Steel,14699,0.027514557438340456,42305
16,Consumer Goods,11337,0.07799342041059637,46441
4,Cement,16863,0.1265566782489664,91132
2,Cement,8929,0.11510062225379818,115916
1,Consumer Goods,16737,0.13331224658245283,142598
13,Steel,16346,0.1235386294785707,14030
16,Consumer Goods,12132,0.03876531780384111,38024
8,Consumer Goods,10624,0.03804541746233406,180832
4,Cement,3076,0.07412186210076382,142889
2,Steel,2571,0.03676180251299423,67332
13,Steel,11203,0.03624639772816756,52858
5,Cement,11741,0.04748905103087709,80323
13,Cement,4784,0.013159406144575038,74599
5,Cement,4035,0.0899879730109996,129912
16,Steel,6865,0.06552494883421754,136409
6,Cement,16783,0.04323541426252272,150229
16,Cement,15798,0.028791346495317317,56979
13,Cement,852,0.07381903747655304,116752
11,Consumer Goods,3622,0.09427417458096561,191175
1,Steel,5707,0.14625882667129525,173301
4,Steel,15323,0.045535341265542144,33836
3,Consumer Goods,18915,0.013686887234643699,183803
18,Steel,3426,0.11304211495720641,170130
16,Cement,6325,0.042923740636015235,189071
13,Consumer Goods,4544,0.07779691280028155,67964
13,Cement,12888,0.12315152790629974,57447
7,Cement,5120,0.01517675940664098,14521
15,Cement,1670,0.029812695903094745,54168
15,Cement,16005,0.023744646884788306,109152
5,Steel,6140,0.042721692903405765,197114
17,Consumer Goods,5417,0.034224463722604355,103754
11,Consumer Goods,12325,0.05432425571128248,170037
13,Cement,7806,0.11448264367151165,29497
10,Consumer Goods,14762,0.0159281242970966,15987
15,Consumer Goods,11625,0.020326943792610373,174128
2,Cement,6301,0.0890053359978556,61091
11,Cement,15998,0.08283636552995145,56241
11,Steel,2792,0.07637051026776343,125010
1,Steel,15477,0.08222725086471508,36949
8,Cement,9925,0.11388544444167147,172982
17,Steel,17077,0.09065596538628275,17850
8,Steel,13119,0.0739762397272685,87908
13,Consumer Goods,14339,0.02144513925003442,137090
5,Cement,5697,0.14646795595625486,89744
6,Consumer Goods,14458,0.043506710771999565,43632
14,Consumer Goods,8936,0.13168210799055474,140097
17,Cement,3966,0.06305687905841333,14553
16,Consumer Goods,12459,0.10575110885194179,116359
9,Steel,16543,0.07357815984153782,48105
19,Steel,5712,0.05958278524539255,120850
2,Steel,6445,0.09600270713234282,143069
4,Steel,6819,0.08505489825578924,50583
9,Steel,12977,0.04254053697481359,127551
4,Consumer Goods,18665,0.05707385184483786,50305
5,Cement,14799,0.014812750409701673,107375
6,Consumer Goods,17499,0.037101708015812834,157112
1,Consumer Goods,15159,0.057016621328127196,75443
13,Steel,11996,0.14609698334503599,195818
18,Steel,2031,0.08379245086718777,122440
3,Consumer Goods,14939,0.10811147116870565,63472
5,Consumer Goods,16687,0.10430405127684804,54889
13,Cement,7071,0.1473243100403016,34438
10,Cement,2275,0.08779313910603992,12531
3,Cement,16785,0.09196921982175071,54315
11,Cement,7636,0.05200982473850616,79979
1,Cement,11181,0.09765649703516321,24676
15,Steel,15559,0.11608141907317723,31178
4,Cement,9841,0.024455473293576786,154365
15,Consumer Goods,5655,0.07721746212039525,190005
7,Steel,14053,0.0690660285384278,191665
15,Consumer Goods,14214,0.025901829963554064,197283
4,Steel,15090,0.05778029027693306,47145
3,Steel,15791,0.08492500962234409,194518
14,Cement,16966,0.10098171267553996,12837
6,Consumer Goods,12072,0.05044521395871804,117950
1,Cement,11271,0.07668194280530342,107764
9,Consumer Goods,5436,0.11277112564684422,84734
12,Consumer Goods,17991,0.06911468474039828,166867
18,Cement,2574,0.14170823632592602,14828
3,Cement,4974,0.014298862357486146,62068
19,Steel,10616,0.04643181618839105,157683
3,Steel,16189,0.028674773204613965,171858
14,Steel,9072,0.08578069410828039,42705
4,Consumer Goods,1136,0.03483229111571436,94305
13,Cement,1299,0.11385765969436457,129393
13,Steel,17166,0.1385690026027259,21249
2,Cement,18930,0.039007951784428674,93837
2,Steel,17738,0.13694683507018252,26497
10,Steel,1116,0.09844573178318845,157883
11,Cement,2588,0.03746389056666889,80134
15,Steel,1544,0.11311636698299733,29762
3,Cement,17529,0.02272231462346771,28328
14,Steel,17824,0.10690075154207593,158412
18,Cement,13029,0.13057658504838915,83872
19,Steel,17226,0.14305264281324132,199024
19,Steel,2166,0.017634356431407604,32067
1,Consumer Goods,2964,0.01867098234881662,134985
19,Cement,537,0.1402566843666846,24008
3,Steel,15308,0.12054296010863146,22965
8,Consumer Goods,10852,0.11839740333830001,123220
17,Cement,17134,0.11396704210272675,137098
1,Steel,17147,0.11042614622855816,188250
6,Steel,6386,0.09585120296275702,98011
17,Steel,5605,0.12378360623380594,167601
1,Cement,2121,0.014784136109069944,101938
13,Consumer Goods,18637,0.11364229519676582,45110
12,Steel,18041,0.09160844998960367,127421
5,Consumer Goods,6008,0.13704427284574913,129925
13,Cement,10457,0.14109233770797489,161895
8,Cement,6361,0.04378627116138648,57262
12,Steel,12233,0.12052441193357913,104989
9,Steel,11948,0.14397982182179556,114176
17,Steel,19987,0.04733093234287287,59198
14,Consumer Goods,5252,0.12915186403100778,48815
7,Consumer Goods,14765,0.09211415201457991,148572
4,Steel,17929,0.06529932601257904,113013
7,Cement,8515,0.1253053157250761,39456
17,Cement,19741,0.13184186860613883,33531
17,Steel,1602,0.04957055293733284,39819
1,Consumer Goods,7803,0.12122481468949756,34247
2,Cement,18496,0.016952607511299664,11187
18,Consumer Goods,18449,0.0684727615834475,47033
9,Steel,3855,0.019769936817573934,172962
5,Consumer Goods,11068,0.05113698942610979,85398
1,Consumer Goods,3007,0.1430510922368112,176710
7,Consumer Goods,19084,0.11286324275162626,141583
2,Cement,11464,0.11578393268571185,48219
3,Consumer Goods,9498,0.02882809357254553,80858
4,Consumer Goods,15322,0.09101602656454769,68487
3,Consumer Goods,15833,0.06443695970386537,126764
19,Steel,11721,0.11278522164088424,111314
12,Consumer Goods,1140,0.03199199931845873,151473
15,Consumer Goods,6425,0.04946897506327887,144817
4,Cement,11687,0.13580018842978112,34405
1,Steel,2599,0.03376914632041278,75025
16,Consumer Goods,11334,0.09853768154866567,190122
6,Cement,15360,0.05412126308641597,141630
17,Cement,8398,0.02146394006458449,159215
5,Consumer Goods,12777,0.04131553476530749,16200
13,Cement,16199,0.13171730631175851,82162
12,Cement,4249,0.13747694086763768,66161
1,Cement,5246,0.0687767030503405,13225
12,Cement,13081,0.09692613103689834,76940
2,Consumer Goods,18317,0.08286973353703693,176537
18,Consumer Goods,7002,0.04915716739484323,196406
9,Cement,13460,0.05827134457548892,99864
16,Consumer Goods,10131,0.08375486846727673,23459
15,Consumer Goods,4777,0.10735068639135843,81182
10,Cement,5387,0.058979864136583716,185335
2,Cement,8603,0.10784808252317821,94080
4,Cement,13454,0.1445373143659525,43418
18,Consumer Goods,6433,0.013438002076075605,138655
19,Consumer Goods,13513,0.03293718409514303,132813
18,Steel,4948,0.13827796912403267,66471
14,Steel,9168,0.02001975940774209,72705
8,Cement,5694,0.11710654528912814,65203
5,Steel,15122,0.09735695534654168,23971
5,Consumer Goods,5850,0.016678126575609825,29719
8,Steel,6196,0.010101845110047677,142684
11,Steel,4157,0.08027987995616584,95987
7,Cement,9980,0.026428359611980097,14476
13,Consumer Goods,768,0.13211017829327543,184157
17,Consumer Goods,19819,0.07730845220799629,52990
19,Consumer Goods,13088,0.04282215457944631,63878
3,Consumer Goods,589,0.03354868352956255,46654
2,Steel,2425,0.12700816651480792,22191
6,Cement,14111,0.11062342630451655,17650
19,Steel,3747,0.11051478819086989,146659
15,Consumer Goods,18032,0.02194294467660336,119028
4,Cement,16741,0.09743249202910699,92596
19,Cement,10294,0.13172756163832097,176894
7,Consumer Goods,5797,0.1172260880580322,58512
14,Consumer Goods,8696,0.026541936030544333,191487
7,Cement,6432,0.1428991117378389,33387
14,Consumer Goods,3561,0.019762812180452026,111648
5,Consumer Goods,17314,0.08796660416658492,119613
15,Consumer Goods,9081,0.14230172651400866,127326
12,Consumer Goods,8515,0.1251159420026731,140509
17,Cement,12242,0.10531605925676842,54020
5,Cement,4042,0.1298881130775031,90222
19,Steel,1873,0.10425938414274845,22961
10,Steel,5339,0.017692834066420426,151570
12,Cement,11990,0.059122072355226554,58779
2,Steel,17336,0.06979715398855828,91433
17,Consumer Goods,6549,0.08649281653723614,81483
