hospital_id,department,patients_per_day,avg_wait_time_minutes,treatment_cost
38,Cardiology,55,118,3440
38,Cardiology,224,14,4557
30,Emergency,158,42,2514
22,Pediatrics,283,81,1354
19,Cardiology,76,106,1087
31,Cardiology,129,16,1948
20,Emergency,193,50,4001
47,Cardiology,225,53,3819
19,Emergency,244,95,1417
2,Cardiology,83,76,1471
40,Pediatrics,271,67,460
39,Pediatrics,286,73,457
27,Cardiology,112,104,3301
8,Emergency,202,106,3990
45,Cardiology,233,47,2883
27,Emergency,161,98,163
15,Cardiology,102,64,2328
12,Pediatrics,118,105,2734
47,Pediatrics,121,33,3949
14,Cardiology,90,90,4038
7,Cardiology,285,82,1615
17,Cardiology,149,78,679
26,Pediatrics,79,15,4517
37,Pediatrics,138,39,2431
20,Emergency,282,27,2513
10,Cardiology,40,76,2258
19,Cardiology,116,25,2225
18,Pediatrics,20,41,3869
30,Cardiology,222,32,2383
30,Emergency,147,99,3866
25,Cardiology,151,62,3205
24,Pediatrics,53,57,3652
10,Cardiology,106,32,3575
2,Pediatrics,51,46,1938
38,Emergency,278,95,321
32,Emergency,52,108,995
35,Cardiology,68,89,3511
37,Cardiology,101,77,3108
7,Pediatrics,163,97,1084
7,Emergency,299,65,1732
27,Emergency,111,83,3770
10,Emergency,243,37,2990
33,Emergency,236,59,2143
43,Cardiology,175,41,1508
7,Cardiology,296,51,3972
6,Pediatrics,27,40,4777
6,Emergency,55,119,1435
13,Cardiology,143,32,3737
48,Cardiology,28,14,3558
13,Emergency,59,27,4497
2,Cardiology,198,96,3700
19,Pediatrics,148,102,4986
19,Pediatrics,87,9,1475
38,Emergency,173,86,1633
2,Pediatrics,22,10,2052
26,Cardiology,284,46,3357
6,Pediatrics,23,51,3091
20,Cardiology,281,91,4790
23,Emergency,104,32,3596
15,Emergency,54,109,4257
6,Cardiology,133,17,3572
28,Cardiology,78,118,3017
35,Pediatrics,57,29,1265
11,Cardiology,52,11,4661
8,Emergency,222,70,2458
49,Cardiology,221,84,3338
24,Pediatrics,119,62,2250
21,Pediatrics,137,70,2175
49,Cardiology,262,40,3767
36,Pediatrics,48,6,4703
7,Pediatrics,246,117,2281
5,Emergency,232,42,158
29,Cardiology,206,78,2058
16,Emergency,132,18,284
6,Emergency,180,31,2719
14,Pediatrics,38,19,1780
2,Emergency,283,89,677
25,Cardiology,178,16,4054
31,Cardiology,30,119,4377
13,Cardiology,27,47,170
18,Emergency,172,101,655
17,Cardiology,132,61,951
45,Cardiology,167,108,1318
28,Emergency,57,90,3740
12,Emergency,154,106,2012
35,Emergency,254,112,2830
22,Emergency,274,52,2465
39,Pediatrics,93,65,366
1,Emergency,295,86,4016
37,Emergency,228,48,4809
21,Cardiology,286,56,1500
1,Cardiology,163,66,4773
4,Emergency,61,6,3793
32,Emergency,243,97,4827
1,Emergency,71,75,2426
13,Cardiology,156,35,2901
46,Cardiology,214,109,2134
47,Emergency,114,86,2930
17,Cardiology,277,77,1084
12,Cardiology,44,76,4199
7,Emergency,251,37,1175
3,Cardiology,113,9,1123
26,Emergency,240,116,3997
31,Pediatrics,222,82,4974
36,Pediatrics,100,62,379
26,Pediatrics,224,81,1211
3,Cardiology,96,15,1283
44,Pediatrics,57,88,2175
28,Cardiology,214,27,3699
44,Emergency,61,49,4042
17,Pediatrics,201,31,371
38,Cardiology,264,83,1223
47,Pediatrics,214,98,4079
30,Cardiology,97,60,1327
2,Cardiology,144,63,289
8,Emergency,160,84,645
14,Cardiology,46,113,2441
37,Cardiology,261,44,4066
35,Pediatrics,255,22,4114
42,Emergency,222,55,4966
39,Cardiology,161,65,868
11,Pediatrics,113,115,3875
15,Emergency,171,110,2831
2,Cardiology,272,27,1110
37,Pediatrics,86,40,4898
43,Emergency,195,42,564
32,Emergency,122,76,2700
40,Emergency,110,60,1016
13,Emergency,212,43,1552
43,Cardiology,185,97,3568
17,Cardiology,109,80,4389
15,Emergency,287,86,165
33,Emergency,70,118,2702
16,Cardiology,185,87,1825
13,Pediatrics,193,104,4796
22,Emergency,246,101,1599
23,Cardiology,285,73,2004
36,Cardiology,28,107,4671
43,Pediatrics,106,32,4064
10,Cardiology,113,94,2909
17,Emergency,71,111,4190
30,Cardiology,198,25,986
13,Emergency,297,66,3908
30,Cardiology,258,27,4277
46,Emergency,92,25,2060
30,Emergency,91,79,2847
7,Cardiology,87,110,143
10,Emergency,24,107,3942
35,Cardiology,257,20,4805
2,Cardiology,140,66,1988
30,Cardiology,230,101,3998
19,Emergency,281,95,3992
39,Cardiology,77,69,819
37,Pediatrics,62,112,790
3,Emergency,216,84,2045
25,Pediatrics,91,9,209
34,Pediatrics,110,50,4414
22,Pediatrics,56,68,4658
38,Pediatrics,256,86,614
14,Cardiology,173,45,736
39,Pediatrics,189,102,3428
2,Emergency,291,48,726
32,Pediatrics,129,93,169
43,Pediatrics,170,110,2606
3,Pediatrics,150,102,3989
41,Cardiology,287,19,3899
8,Pediatrics,42,72,1950
26,Pediatrics,158,55,4419
32,Pediatrics,258,58,2978
11,Emergency,211,72,3452
1,Cardiology,146,93,4077
15,Cardiology,48,109,1734
4,Cardiology,140,81,3576
4,Emergency,217,46,2643
28,Pediatrics,193,50,868
10,Emergency,163,29,2703
11,Cardiology,198,71,1091
23,Cardiology,30,39,1828
47,Cardiology,158,116,2128
3,Emergency,272,77,1629
39,Cardiology,38,82,588
39,Pediatrics,179,26,4252
17,Emergency,141,116,611
22,Pediatrics,91,13,3419
27,Cardiology,74,28,2251
16,Cardiology,188,27,2704
16,Emergency,118,65,2207
40,Pediatrics,89,41,834
3,Emergency,168,49,3409
47,Pediatrics,136,19,470
33,Cardiology,45,61,2173
42,Emergency,267,104,4801
2,Emergency,228,18,4305
39,Pediatrics,246,56,4968
46,Cardiology,133,88,2401
48,Cardiology,213,107,1930
27,Pediatrics,29,40,1959
15,Pediatrics,114,31,1016
7,Pediatrics,140,21,3275
45,Pediatrics,145,94,2762
42,Pediatrics,56,45,2734
9,Cardiology,88,8,4792
41,Cardiology,193,7,1337
6,Emergency,64,23,2260
12,Cardiology,142,45,1435
30,Pediatrics,46,44,2716
20,Cardiology,212,62,3043
20,Cardiology,155,43,861
46,Cardiology,214,11,3818
27,Emergency,68,40,2800
20,Emergency,115,87,2231
7,Pediatrics,140,80,4914
40,Pediatrics,268,24,2053
40,Emergency,236,106,1048
30,Cardiology,133,80,401
8,Cardiology,33,33,4124
2,Emergency,81,98,2688
14,Pediatrics,62,88,3794
10,Cardiology,259,72,2801
18,Pediatrics,115,70,1575
18,Cardiology,46,51,713
16,Pediatrics,261,98,768
5,Cardiology,259,27,2228
31,Pediatrics,86,10,317
37,Pediatrics,211,22,3031
20,Pediatrics,138,57,848
23,Emergency,171,26,4320
32,Pediatrics,284,105,300
42,Emergency,250,72,2721
17,Emergency,268,111,821
13,Pediatrics,78,79,1051
49,Emergency,36,109,1981
13,Emergency,190,39,2327
17,Emergency,151,79,1532
15,Cardiology,155,102,2420
26,Pediatrics,61,13,1876
44,Emergency,25,35,798
28,Pediatrics,189,110,3068
42,Emergency,234,100,721
45,Pediatrics,88,47,2687
30,Emergency,46,103,559
43,Cardiology,244,117,1184
35,Cardiology,253,79,399
22,Cardiology,70,21,2644
10,Emergency,168,55,1375
11,Pediatrics,94,104,1530
38,Emergency,111,70,3552
33,Cardiology,87,28,2488
6,Emergency,254,114,1921
37,Pediatrics,163,19,1088
7,Cardiology,95,32,313
44,Emergency,105,7,631
12,Pediatrics,246,33,3017
7,Cardiology,75,56,3719
2,Pediatrics,99,58,2084
1,Pediatrics,43,62,2358
23,Cardiology,246,49,2318
25,Emergency,47,81,4733
18,Emergency,140,54,4871
44,Emergency,112,26,4585
7,Emergency,131,56,2209
3,Pediatrics,50,57,3160
29,Emergency,162,35,1708
10,Emergency,246,75,2624
43,Pediatrics,269,116,4515
5,Pediatrics,69,52,789
34,Cardiology,233,94,2199
8,Pediatrics,288,35,4852
14,Cardiology,214,106,1200
40,Cardiology,273,106,218
6,Emergency,98,8,2868
1,Emergency,263,39,605
33,Emergency,110,101,2300
40,Pediatrics,25,71,1141
11,Pediatrics,169,68,3235
24,Emergency,210,87,596
10,Emergency,293,13,4274
44,Pediatrics,92,50,158
23,Cardiology,87,87,3232
16,Cardiology,82,60,3638
37,Emergency,153,60,1753
16,Emergency,287,87,1806
44,Emergency,242,30,343
31,Cardiology,145,64,2355
6,Emergency,284,81,1774
30,Cardiology,26,90,2792
37,Pediatrics,225,116,138
1,Pediatrics,198,76,3347
42,Pediatrics,202,92,1715
25,Emergency,247,94,119
46,Pediatrics,255,52,320
21,Cardiology,165,62,3871
35,Cardiology,77,109,350
38,Cardiology,260,109,4407
5,Emergency,182,67,4614
49,Emergency,45,62,606
12,Cardiology,125,7,4841
5,Cardiology,259,11,968
9,Cardiology,61,56,4090
44,Cardiology,152,118,4687
9,Pediatrics,63,66,1269
35,Cardiology,54,6,839
1,Emergency,20,37,1890
47,Emergency,245,16,523
10,Emergency,255,52,3155
46,Emergency,52,80,4487
39,Emergency,114,57,2303
36,Cardiology,224,78,2083
37,Cardiology,128,45,4022
48,Pediatrics,49,95,2497
35,Pediatrics,285,86,2057
17,Pediatrics,42,62,4438
13,Cardiology,116,72,1889
6,Pediatrics,58,108,684
37,Cardiology,192,27,3300
48,Emergency,267,89,1442
32,Cardiology,181,40,4290
11,Cardiology,199,98,4496
17,Emergency,122,116,1308
5,Emergency,228,89,2922
6,Emergency,41,91,3793
10,Pediatrics,24,25,2547
33,Pediatrics,158,76,4885
30,Pediatrics,233,107,1265
21,Emergency,179,59,4856
42,Pediatrics,158,60,2405
17,Emergency,164,17,1162
27,Emergency,179,108,4500
3,Emergency,102,26,3454
29,Pediatrics,174,11,1947
2,Pediatrics,83,28,625
29,Emergency,211,65,4602
49,Pediatrics,175,9,1482
36,Cardiology,110,54,4206
34,Pediatrics,161,66,2822
37,Emergency,61,59,2087
42,Emergency,268,30,4167
1,Emergency,277,119,4204
26,Cardiology,20,14,4223
1,Emergency,128,15,785
4,Emergency,144,44,2649
39,Pediatrics,83,106,4777
14,Cardiology,225,15,3966
46,Pediatrics,263,116,2925
18,Emergency,97,98,3834
34,Emergency,130,8,1341
1,Cardiology,161,6,3600
22,Emergency,235,81,1761
16,Cardiology,35,43,2150
22,Pediatrics,73,85,4238
16,Cardiology,160,27,3361
28,Pediatrics,98,49,4237
28,Emergency,168,78,3943
22,Pediatrics,146,81,4925
6,Pediatrics,177,46,2081
25,Pediatrics,298,107,747
42,Cardiology,57,46,4023
2,Pediatrics,176,33,2804
7,Cardiology,131,20,2082
17,Cardiology,209,71,2028
35,Cardiology,125,104,2657
20,Emergency,110,64,4232
44,Emergency,68,8,2119
2,Emergency,180,104,922
7,Cardiology,23,20,4774
32,Emergency,217,45,2664
49,Pediatrics,273,10,2932
19,Cardiology,109,46,1120
12,Emergency,39,61,1181
9,Cardiology,96,32,2122
27,Emergency,239,104,4308
14,Pediatrics,181,27,3775
2,Cardiology,134,80,2983
21,Emergency,113,46,1879
4,Emergency,152,99,1919
21,Pediatrics,191,16,4796
48,Pediatrics,133,100,4637
22,Emergency,28,93,3861
49,Emergency,279,68,327
2,Cardiology,189,62,973
17,Cardiology,117,55,3750
19,Emergency,188,33,4866
40,Pediatrics,237,23,3528
24,Cardiology,63,90,1391
20,Emergency,280,92,4890
38,Pediatrics,145,101,3016
12,Pediatrics,279,104,1127
25,Emergency,233,49,3649
23,Emergency,219,108,220
34,Cardiology,255,58,841
32,Emergency,155,114,3981
24,Cardiology,135,84,1609
42,Pediatrics,174,70,1342
25,Cardiology,37,76,4889
3,Emergency,23,17,4452
25,Cardiology,184,98,2190
28,Pediatrics,146,69,3017
12,Pediatrics,232,16,3881
26,Emergency,67,117,1812
48,Cardiology,65,75,2735
44,Emergency,65,116,3864
8,Emergency,67,18,693
5,Pediatrics,206,46,1133
11,Cardiology,139,103,2939
42,Emergency,151,96,311
35,Pediatrics,38,80,1505
27,Emergency,294,108,3911
41,Cardiology,251,52,3176
44,Emergency,61,28,1021
38,Cardiology,111,69,2139
19,Pediatrics,280,21,2299
48,Pediatrics,67,42,4162
32,Emergency,93,32,3338
46,Pediatrics,235,37,1593
28,Emergency,240,28,4273
36,Emergency,128,115,4607
18,Cardiology,154,113,1677
10,Emergency,257,74,1697
32,Cardiology,174,89,2528
18,Emergency,75,113,3095
12,Cardiology,217,8,412
8,Pediatrics,57,37,2542
33,Emergency,236,14,4081
46,Cardiology,250,40,4175
38,Emergency,276,81,103
14,Cardiology,228,104,4304
2,Cardiology,220,116,985
9,Emergency,156,77,4288
44,Emergency,147,35,291
5,Pediatrics,72,8,2480
34,Pediatrics,103,88,1335
19,Pediatrics,228,12,3378
7,Emergency,55,31,4822
39,Pediatrics,234,40,3133
42,Cardiology,46,13,4768
17,Emergency,165,47,2503
26,Cardiology,37,28,4391
46,Cardiology,137,41,361
27,Cardiology,156,45,2469
43,Emergency,86,108,2567
28,Emergency,49,98,2034
20,Pediatrics,92,30,4527
6,Pediatrics,142,8,1359
8,Pediatrics,247,5,4876
32,Pediatrics,292,24,2154
19,Cardiology,265,96,633
32,Emergency,58,49,2219
19,Pediatrics,189,92,1623
24,Cardiology,121,96,2765
24,Emergency,262,96,2286
17,Emergency,176,73,3557
18,Emergency,284,100,2689
12,Cardiology,276,56,4519
41,Pediatrics,142,98,2040
23,Emergency,66,68,3836
48,Cardiology,29,25,172
18,Emergency,163,110,2987
16,Cardiology,171,84,1087
16,Pediatrics,155,76,1445
36,Pediatrics,94,80,3512
23,Emergency,45,100,1886
22,Pediatrics,26,29,1131
39,Pediatrics,98,71,2106
33,Cardiology,34,30,1330
24,Cardiology,226,104,510
20,Emergency,108,85,2405
33,Cardiology,116,31,1919
31,Pediatrics,235,56,3192
40,Cardiology,278,67,2691
8,Pediatrics,94,90,2602
10,Emergency,261,49,761
1,Pediatrics,36,62,1329
21,Cardiology,196,42,1456
25,Cardiology,278,39,3192
32,Cardiology,142,50,1773
46,Cardiology,130,75,1188
46,Emergency,275,7,3748
10,Pediatrics,253,10,3650
48,Cardiology,59,17,2060
9,Pediatrics,141,50,3545
20,Emergency,234,83,599
48,Pediatrics,26,94,425
20,Cardiology,111,116,4748
40,Pediatrics,142,37,987
7,Cardiology,115,83,1095
11,Cardiology,20,66,3773
21,Emergency,110,67,3140
38,Emergency,26,60,1028
47,Pediatrics,139,43,3068
19,Pediatrics,148,64,4503
46,Cardiology,198,109,2022
15,Cardiology,117,115,4665
6,Cardiology,62,82,3355
10,Cardiology,202,87,1754
46,Emergency,204,96,724
16,Cardiology,72,28,4444
45,Emergency,247,54,2471
11,Pediatrics,180,109,4799
35,Pediatrics,254,37,158
8,Emergency,219,80,2416
28,Cardiology,20,78,1377
3,Pediatrics,33,11,786
2,Emergency,232,50,4710
14,Pediatrics,296,66,632
29,Cardiology,53,5,3275
47,Emergency,289,83,4004
3,Pediatrics,187,69,4597
1,Cardiology,189,49,3952
15,Emergency,101,88,3504
20,Emergency,156,59,2868
22,Emergency,252,70,3024
34,Emergency,134,71,2755
33,Pediatrics,271,104,2240
9,Emergency,68,84,673
3,Emergency,23,58,1665
2,Emergency,195,97,1905
4,Emergency,291,112,536
16,Emergency,45,104,3181
33,Cardiology,89,67,2603
9,Pediatrics,253,58,2562
40,Cardiology,250,112,3689
38,Pediatrics,282,107,1498
18,Emergency,93,56,1654
16,Pediatrics,140,58,2851
8,Emergency,25,71,3029
23,Emergency,43,41,4957
36,Cardiology,213,112,3927
3,Cardiology,187,16,4021
15,Cardiology,229,63,3366
38,Pediatrics,152,24,2793
33,Pediatrics,193,91,3044
18,Cardiology,170,90,3597
23,Cardiology,107,36,4171
43,Emergency,285,75,2074
3,Pediatrics,89,90,966
30,Emergency,224,48,1153
45,Pediatrics,51,70,2634
17,Cardiology,62,82,127
32,Pediatrics,137,59,3317
46,Pediatrics,34,20,2435
7,Emergency,134,92,4776
39,Cardiology,39,75,3097
14,Cardiology,197,72,2257
15,Cardiology,281,56,2791
44,Emergency,98,41,3442
12,Emergency,139,50,1655
8,Emergency,45,45,375
16,Pediatrics,41,9,2836
41,Pediatrics,220,70,3782
34,Emergency,83,9,1447
46,Emergency,233,67,3189
24,Cardiology,97,7,2272
29,Pediatrics,235,110,3491
16,Pediatrics,243,12,252
5,Cardiology,47,30,1704
5,Cardiology,220,78,2167
30,Cardiology,86,102,1926
5,Emergency,145,114,346
43,Emergency,214,104,1470
13,Emergency,193,57,3647
35,Emergency,106,80,1791
49,Emergency,173,88,2250
25,Pediatrics,229,33,2744
14,Pediatrics,32,18,3490
44,Pediatrics,183,116,2498
46,Cardiology,274,9,2381
26,Pediatrics,83,116,1770
18,Cardiology,95,31,136
20,Pediatrics,41,72,3516
34,Emergency,79,33,1727
7,Pediatrics,75,7,2439
47,Emergency,187,101,1471
10,Emergency,224,34,776
15,Pediatrics,278,104,352
17,Pediatrics,210,13,2964
11,Emergency,74,5,1716
34,Cardiology,283,116,2116
27,Cardiology,278,27,2331
21,Pediatrics,108,71,860
31,Emergency,241,36,3386
4,Cardiology,108,92,492
41,Pediatrics,78,10,3191
49,Pediatrics,171,81,3642
17,Emergency,47,53,530
49,Cardiology,244,19,3830
48,Pediatrics,70,62,1096
20,Cardiology,282,57,1191
25,Pediatrics,298,34,1200
40,Pediatrics,65,80,201
23,Cardiology,125,44,2799
15,Cardiology,43,63,992
33,Emergency,26,67,2360
19,Emergency,22,52,1888
15,Emergency,277,103,2280
41,Emergency,282,96,3196
5,Cardiology,140,72,4667
16,Emergency,227,11,3784
45,Cardiology,40,51,1880
48,Pediatrics,159,47,3714
32,Cardiology,299,20,4113
22,Emergency,225,26,1379
43,Cardiology,62,67,4108
32,Cardiology,137,50,3386
13,Cardiology,24,49,2781
38,Cardiology,226,45,4617
26,Cardiology,142,29,2728
17,Emergency,161,54,638
5,Cardiology,251,71,1880
49,Emergency,183,56,3626
33,Pediatrics,54,90,2448
27,Cardiology,30,35,2060
5,Pediatrics,94,41,3191
37,Emergency,217,26,3662
7,Cardiology,283,31,2404
48,Pediatrics,243,6,2600
18,Emergency,141,26,2585
31,Pediatrics,93,57,2545
6,Cardiology,47,21,748
2,Cardiology,190,116,2369
13,Cardiology,235,60,3915
42,Emergency,120,88,1651
11,Pediatrics,265,92,4821
26,Emergency,112,113,4971
21,Pediatrics,82,35,1402
2,Emergency,285,47,2732
40,Cardiology,225,76,2632
20,Pediatrics,99,57,1368
17,Pediatrics,56,9,1873
16,Pediatrics,30,6,3189
42,Emergency,134,63,3727
5,Cardiology,109,8,1266
14,Pediatrics,251,103,2648
24,Emergency,38,38,1650
4,Pediatrics,71,71,2240
48,Cardiology,293,116,3620
24,Pediatrics,113,88,3754
47,Cardiology,51,77,720
9,Emergency,170,10,2623
3,Emergency,159,62,4867
9,Cardiology,77,51,4996
18,Cardiology,40,9,270
36,Emergency,168,65,2519
19,Cardiology,240,109,2879
24,Cardiology,240,60,1516
4,Pediatrics,261,106,1038
9,Emergency,238,39,2131
33,Emergency,48,99,3277
1,Cardiology,66,17,2871
35,Cardiology,77,30,3896
10,Cardiology,294,90,2984
12,Emergency,159,100,1831
18,Pediatrics,42,68,1372
14,Emergency,82,83,1852
10,Pediatrics,71,15,2056
10,Cardiology,285,66,3587
18,Emergency,186,84,1791
24,Pediatrics,170,51,4265
1,Emergency,30,74,1357
30,Pediatrics,114,114,531
15,Pediatrics,91,79,4365
8,Emergency,67,62,2183
35,Cardiology,291,14,4005
18,Emergency,114,20,4454
41,Cardiology,252,16,2398
16,Pediatrics,67,75,2204
21,Pediatrics,227,107,1284
15,Emergency,246,95,536
5,Emergency,96,92,4425
45,Cardiology,238,54,4815
7,Cardiology,100,19,2499
48,Emergency,56,63,721
7,Cardiology,121,74,3813
27,Cardiology,210,66,734
25,Emergency,48,87,3112
22,Emergency,272,76,2093
48,Pediatrics,270,115,2775
13,Pediatrics,245,66,2440
17,Emergency,113,104,1509
41,Pediatrics,105,54,3916
44,Cardiology,129,81,928
13,Emergency,236,58,2381
26,Pediatrics,215,58,636
9,Emergency,63,101,1502
5,Pediatrics,109,100,904
39,Emergency,174,32,3381
33,Cardiology,128,108,951
4,Pediatrics,78,55,2325
28,Emergency,129,117,655
26,Cardiology,125,78,3243
4,Pediatrics,240,37,4423
16,Pediatrics,282,5,1964
37,Emergency,101,89,4449
22,Cardiology,291,73,2194
36,Emergency,68,5,3578
38,Pediatrics,51,59,3030
35,Emergency,108,89,2727
25,Emergency,38,93,353
8,Cardiology,22,88,3620
17,Cardiology,79,49,158
18,Pediatrics,261,77,3802
12,Cardiology,48,84,1821
33,Emergency,94,96,2707
23,Pediatrics,89,44,364
12,Cardiology,102,114,1807
11,Emergency,192,117,3314
13,Emergency,216,65,2393
35,Pediatrics,166,40,3387
27,Pediatrics,292,107,2584
25,Cardiology,54,117,2835
40,Cardiology,132,28,2623
3,Cardiology,225,84,3555
49,Cardiology,177,18,1037
25,Pediatrics,272,116,977
45,Emergency,141,102,2804
10,Emergency,67,92,646
17,Cardiology,204,115,2562
3,Pediatrics,292,79,3303
45,Cardiology,120,113,4593
22,Cardiology,34,104,3678
38,Pediatrics,147,5,3731
14,Emergency,229,51,2315
27,Emergency,131,80,3946
42,Cardiology,289,25,329
20,Pediatrics,161,77,4898
48,Emergency,192,43,1527
18,Emergency,185,7,1799
13,Pediatrics,138,20,4069
42,Pediatrics,222,72,3165
6,Emergency,30,30,2245
10,Cardiology,268,114,106
37,Cardiology,267,58,4372
29,Emergency,173,17,1329
6,Cardiology,44,65,4494
39,Cardiology,240,24,1923
11,Pediatrics,129,87,4084
48,Pediatrics,109,31,2376
25,Pediatrics,284,6,3043
44,Cardiology,59,14,730
44,Pediatrics,282,64,369
30,Pediatrics,177,93,4276
20,Emergency,137,23,3871
37,Pediatrics,275,19,600
16,Emergency,215,107,2850
31,Cardiology,33,51,1412
29,Pediatrics,137,117,2253
6,Emergency,236,28,4836
29,Emergency,224,20,708
32,Emergency,96,85,3143
9,Cardiology,191,64,1763
37,Pediatrics,45,84,3394
23,Cardiology,147,86,2097
16,Emergency,161,53,2529
18,Cardiology,43,8,4299
19,Cardiology,251,70,2811
44,Emergency,196,53,3285
2,Pediatrics,254,117,1631
10,Pediatrics,45,35,4316
12,Cardiology,285,70,3806
46,Pediatrics,136,58,3174
18,Emergency,77,6,4602
19,Pediatrics,289,65,775
38,Cardiology,141,19,1754
37,Emergency,178,64,4627
27,Emergency,197,116,4256
48,Emergency,163,47,3644
14,Cardiology,108,97,3918
45,Cardiology,258,102,3543
34,Pediatrics,57,44,1147
2,Cardiology,98,100,2553
44,Emergency,271,89,1431
33,Cardiology,168,34,4182
19,Cardiology,35,67,2760
27,Pediatrics,288,28,2362
48,Emergency,137,48,4457
30,Pediatrics,211,18,863
7,Pediatrics,213,32,2467
27,Pediatrics,269,18,3508
21,Emergency,250,60,1784
7,Pediatrics,22,112,4564
48,Emergency,193,38,969
25,Pediatrics,259,82,2833
38,Pediatrics,123,93,1013
18,Emergency,263,16,3231
33,Cardiology,292,60,1730
33,Pediatrics,139,65,642
32,Cardiology,278,109,2303
25,Pediatrics,89,65,3035
14,Cardiology,202,44,851
38,Cardiology,266,24,2211
38,Cardiology,137,116,520
4,Cardiology,50,46,2470
44,Cardiology,168,11,1586
18,Emergency,35,83,646
10,Cardiology,292,77,2657
35,Emergency,121,72,1671
35,Pediatrics,91,35,553
40,Emergency,212,91,2791
23,Cardiology,130,74,1857
25,Emergency,296,96,4874
1,Cardiology,125,80,4469
18,Emergency,56,51,159
15,Pediatrics,200,55,4537
25,Cardiology,162,62,1517
32,Cardiology,133,26,2260
20,Emergency,257,28,1438
17,Emergency,113,38,566
11,Emergency,279,67,2410
13,Emergency,126,64,2571
25,Emergency,263,23,819
20,Cardiology,42,28,1335
25,Pediatrics,290,68,662
42,Emergency,159,24,1082
45,Cardiology,101,102,3066
49,Pediatrics,175,115,2435
31,Pediatrics,38,31,4620
1,Emergency,88,62,4749
16,Cardiology,151,48,4954
48,Cardiology,275,97,1830
28,Cardiology,228,69,4439
21,Cardiology,29,50,3147
30,Cardiology,159,104,1457
3,Pediatrics,154,58,2475
34,Pediatrics,274,111,2862
6,Pediatrics,277,43,1885
43,Cardiology,113,113,2062
29,Pediatrics,260,114,1288
3,Pediatrics,256,11,2778
33,Emergency,184,58,3107
11,Pediatrics,167,47,3223
45,Emergency,237,24,3243
5,Cardiology,127,88,2900
32,Cardiology,250,29,423
47,Cardiology,89,47,3783
18,Cardiology,240,89,2302
47,Pediatrics,93,77,1894
20,Emergency,198,31,2348
39,Cardiology,99,96,2442
49,Cardiology,178,29,3493
40,Emergency,188,40,3500
28,Emergency,180,102,2075
13,Emergency,51,70,3145
26,Emergency,140,13,1407
16,Emergency,234,87,1555
25,Pediatrics,22,83,1062
10,Emergency,247,57,1817
29,Pediatrics,67,25,2529
46,Emergency,186,54,2639
38,Emergency,30,20,3718
20,Cardiology,257,70,2478
26,Cardiology,297,30,974
32,Cardiology,260,48,3770
39,Cardiology,211,33,2305
38,Cardiology,31,101,4627
49,Cardiology,72,102,1239
24,Emergency,74,50,3691
31,Emergency,40,95,4814
40,Cardiology,38,75,4814
12,Cardiology,78,53,2773
36,Cardiology,170,19,4630
10,Emergency,278,21,1645
6,Cardiology,77,13,2943
7,Cardiology,235,81,4767
31,Emergency,81,36,365
27,Emergency,165,70,201
8,Pediatrics,258,63,2856
3,Cardiology,201,36,4073
40,Emergency,114,115,1634
47,Pediatrics,97,88,2369
21,Emergency,161,47,3062
1,Pediatrics,124,87,2583
45,Pediatrics,280,114,1313
15,Cardiology,114,95,4835
7,Cardiology,242,104,3092
15,Pediatrics,209,63,4529
25,Cardiology,148,34,1006
3,Emergency,214,15,1681
30,Emergency,39,84,1704
14,Pediatrics,259,30,669
4,Pediatrics,254,98,1645
36,Emergency,104,6,1008
3,Emergency,113,38,4562
5,Pediatrics,61,45,4183
25,Emergency,93,90,3440
31,Emergency,134,35,2525
11,Pediatrics,209,67,3318
8,Cardiology,144,59,2265
26,Emergency,25,65,1113
2,Cardiology,61,89,3306
28,Cardiology,77,40,1972
48,Emergency,29,44,305
10,Cardiology,108,27,915
39,Pediatrics,130,30,165
37,Emergency,58,22,4145
39,Emergency,186,83,2151
21,Cardiology,30,38,102
28,Emergency,129,90,424
38,Emergency,35,32,704
33,Cardiology,52,111,4991
11,Cardiology,252,53,2682
45,Emergency,207,68,2746
44,Emergency,243,75,3222
1,Pediatrics,78,67,3214
47,Pediatrics,70,108,3375
33,Emergency,290,66,446
3,Emergency,62,46,4254
26,Pediatrics,46,28,2827
15,Cardiology,75,39,2658
41,Emergency,140,81,3489
14,Pediatrics,132,59,3543
23,Pediatrics,134,53,2354
8,Emergency,128,81,210
36,Emergency,194,99,122
20,Pediatrics,131,63,3916
6,Emergency,119,87,2063
33,Cardiology,27,97,4982
28,Emergency,154,26,1807
38,Pediatrics,270,109,3182
30,Pediatrics,259,89,3915
46,Emergency,241,65,846
43,Pediatrics,164,84,614
17,Cardiology,23,34,3139
9,Emergency,216,73,2956
28,Emergency,147,109,2441
7,Pediatrics,280,64,424
46,Cardiology,110,109,3462
28,Emergency,278,10,3590
17,Pediatrics,113,89,2607
40,Emergency,276,110,3278
48,Cardiology,155,118,3424
44,Pediatrics,32,15,1662
44,Emergency,217,28,1644
5,Pediatrics,197,96,3329
5,Pediatrics,131,83,625
14,Cardiology,283,107,4733
6,Cardiology,98,114,1849
7,Emergency,275,108,4822
17,Pediatrics,93,55,940
9,Pediatrics,180,115,2365
31,Pediatrics,220,23,4788
22,Emergency,52,54,812
45,Cardiology,92,85,166
9,Cardiology,217,7,860
16,Pediatrics,259,7,564
36,Emergency,93,107,4291
34,Pediatrics,50,96,4603
