product_id,product_name,region,units_sold,revenue
123,Snacks,South,107,31507
101,Soda,West,478,16565
286,Beer,South,71,28949
263,Juice,North,1505,22032
144,Juice,West,318,20073
450,Soda,North,658,4728
193,Juice,East,1482,33425
303,Snacks,South,1595,11936
222,Beer,North,1347,24709
136,Snacks,West,104,27457
217,Juice,West,1996,40856
440,Soda,South,1897,5879
239,Snacks,East,617,49609
221,Juice,North,1634,19812
331,Soda,West,459,14369
328,Snacks,East,1442,29039
327,Juice,West,539,48502
472,Soda,South,165,14632
427,Soda,West,1843,41099
318,Snacks,East,1403,40277
254,Snacks,West,133,17019
455,Juice,East,343,21195
106,Beer,South,1204,7107
102,Snacks,South,1019,39033
103,Snacks,South,516,32467
315,Soda,West,1964,30938
363,Juice,South,514,43337
144,Beer,South,157,8162
304,Beer,South,614,49340
300,Snacks,East,1501,34309
349,Beer,South,432,5823
311,Beer,West,840,43854
232,Soda,West,1613,29279
273,Soda,South,1420,27546
168,Soda,West,209,35170
390,Snacks,South,279,2036
242,Beer,South,1277,43522
116,Soda,West,581,49281
431,Juice,North,439,20544
347,Beer,West,1844,29282
327,Juice,East,1076,8808
270,Beer,East,1864,45413
477,Juice,North,378,20023
434,Juice,East,82,22811
305,Snacks,West,981,41350
190,Juice,West,881,10206
213,Soda,East,445,31835
121,Soda,South,751,12914
236,Beer,East,331,49213
402,Soda,North,854,42608
312,Snacks,East,1443,29429
102,Soda,North,1249,43858
386,Snacks,North,1659,17695
112,Soda,West,1629,12012
101,Snacks,East,188,6137
466,Beer,South,502,11806
362,Beer,North,1353,37104
384,Soda,East,1300,34694
487,Beer,East,653,47749
231,Beer,West,399,40721
443,Beer,South,580,33466
333,Soda,South,1783,32644
342,Snacks,East,1385,28776
272,Soda,South,1378,2728
482,Juice,North,1704,8631
363,Snacks,West,158,21110
141,Juice,East,772,17650
244,Juice,South,548,18316
492,Beer,East,106,33431
439,Snacks,South,1168,43841
424,Snacks,North,683,30346
454,Juice,East,1565,36076
396,Juice,West,1852,43173
153,Beer,South,303,19045
259,Beer,West,898,4175
322,Soda,West,194,26047
322,Snacks,North,1955,2491
476,Juice,North,832,43153
142,Soda,South,1015,34095
168,Beer,East,1519,39772
470,Juice,South,1745,27312
199,Snacks,South,217,49881
303,Juice,North,188,48353
307,Juice,South,427,17657
371,Soda,South,318,41976
260,Juice,East,386,16630
253,Soda,South,1101,21053
486,Soda,East,1826,36369
378,Beer,South,515,43843
188,Juice,North,1229,20222
281,Soda,South,993,40054
439,Juice,East,1512,12802
146,Snacks,West,1089,10281
343,Juice,East,1877,20596
348,Beer,South,1826,9728
340,Soda,South,1241,42795
217,Soda,South,965,29082
263,Snacks,East,280,37209
390,Beer,East,652,11830
270,Soda,North,1305,20881
104,Snacks,South,402,39007
359,Soda,West,563,7068
157,Soda,East,254,44621
299,Beer,East,1331,45950
462,Snacks,East,1836,34879
237,Soda,East,433,8643
478,Juice,West,1430,23657
417,Snacks,North,374,38985
477,Beer,West,119,46345
336,Beer,West,611,29849
247,Beer,East,1937,37887
387,Soda,East,225,3365
403,Beer,South,560,42756
318,Snacks,North,1225,38619
276,Soda,North,770,18579
381,Juice,North,442,39320
477,Beer,South,294,25782
262,Beer,North,1195,18700
383,Beer,West,1241,7750
420,Juice,East,985,16728
474,Soda,West,179,32869
285,Beer,West,634,28249
105,Juice,North,1975,14940
149,Soda,East,1732,44324
404,Snacks,North,658,42526
145,Beer,North,1962,44770
316,Soda,East,1092,47878
308,Beer,South,722,48451
445,Juice,South,1958,12884
195,Soda,South,553,3880
124,Juice,East,798,41688
451,Beer,West,1902,11271
224,Snacks,West,591,27955
460,Juice,East,1048,9123
162,Soda,North,1190,17819
438,Soda,North,1263,2545
421,Beer,East,1726,18699
262,Soda,North,1987,34105
435,Beer,North,947,34175
388,Juice,South,52,38003
342,Snacks,East,951,6391
405,Juice,South,1997,9315
251,Juice,West,1406,29120
194,Beer,West,1413,13794
436,Snacks,West,209,46984
196,Juice,West,944,26808
392,Beer,North,877,18304
455,Juice,North,1488,9055
162,Juice,South,1646,24144
347,Soda,East,1338,32906
418,Juice,North,116,29501
374,Snacks,East,1168,38855
138,Juice,South,1792,33612
203,Beer,West,629,17559
182,Soda,North,290,40957
299,Beer,West,1090,7205
204,Snacks,South,798,11528
278,Juice,East,1900,37449
159,Juice,North,464,30708
355,Soda,East,270,31272
437,Juice,East,764,40840
305,Beer,West,750,22116
309,Beer,North,913,18323
328,Soda,South,1113,25089
447,Juice,North,1204,28954
221,Soda,East,739,45169
223,Snacks,West,1202,18205
452,Juice,East,1593,44300
489,Juice,East,1903,24464
234,Juice,North,241,38128
287,Snacks,East,474,5907
232,Snacks,North,1858,510
190,Snacks,North,505,21135
491,Beer,East,860,2291
201,Soda,West,1298,42198
260,Beer,East,1803,21031
495,Snacks,West,1587,24732
456,Beer,East,1248,22182
224,Beer,South,1389,43130
392,Soda,South,1250,15764
242,Snacks,South,1166,9678
372,Beer,East,1344,39468
136,Beer,East,942,24009
358,Juice,West,655,25086
253,Juice,South,483,49465
203,Snacks,North,797,18383
220,Beer,South,1533,14172
400,Snacks,South,1587,21700
233,Soda,North,1197,19750
198,Snacks,South,774,46293
315,Snacks,South,718,15352
342,Beer,West,1963,21797
330,Soda,South,974,41715
325,Snacks,North,129,3743
112,Juice,North,420,16747
412,Soda,South,1168,9218
334,Beer,East,1262,24565
428,Juice,South,914,20649
182,Soda,North,171,45937
342,Beer,North,883,14876
323,Beer,North,1117,29474
440,Soda,East,309,840
323,Soda,East,856,26864
284,Soda,East,1261,27600
273,Beer,South,866,41069
367,Juice,North,310,40278
196,Juice,South,606,11673
420,Beer,South,1133,43021
404,Soda,East,1337,28679
226,Beer,South,1891,3379
487,Beer,West,597,35995
314,Beer,East,1911,48133
127,Beer,East,986,9609
149,Juice,North,1083,25280
367,Soda,West,853,1027
182,Beer,West,1909,23500
343,Beer,West,152,20726
324,Soda,North,959,32346
117,Soda,South,893,6740
325,Beer,South,1184,35227
462,Beer,North,834,8183
210,Soda,South,582,32926
466,Soda,West,550,1113
489,Juice,North,1278,31205
423,Beer,West,146,44327
175,Snacks,West,871,49899
122,Soda,North,446,10535
255,Soda,East,1969,23656
302,Juice,North,1886,44853
319,Juice,North,1722,8113
139,Snacks,East,1640,36934
197,Soda,East,611,48690
403,Beer,West,545,34483
261,Beer,East,1605,48325
312,Beer,East,1437,47215
191,Juice,West,306,28075
289,Snacks,West,254,22014
261,Snacks,West,1415,45438
156,Snacks,West,548,5012
332,Soda,North,241,17899
128,Soda,West,1876,22388
445,Snacks,North,1197,532
304,Snacks,West,1199,21056
223,Snacks,North,242,12430
453,Juice,North,287,22452
107,Snacks,North,1321,17757
448,Beer,North,1894,2768
206,Soda,East,274,38560
459,Beer,North,1262,39497
499,Soda,East,822,16730
191,Juice,East,1295,15431
257,Juice,North,1014,49951
442,Beer,West,668,6427
448,Juice,East,1674,44064
183,Soda,North,1163,22645
436,Juice,South,1476,40452
138,Beer,East,106,25074
132,Juice,West,569,44011
433,Snacks,South,1531,25955
386,Soda,East,1475,14492
307,Juice,North,922,23459
376,Soda,North,444,9472
277,Beer,North,1007,26261
483,Snacks,North,207,5418
489,Soda,West,176,47519
287,Snacks,West,1590,11455
314,Snacks,East,1033,25945
445,Snacks,North,286,13568
300,Juice,South,382,15207
496,Juice,East,1897,42316
413,Beer,South,1109,20891
271,Juice,North,674,6063
306,Beer,North,1228,11234
387,Beer,North,1617,14872
158,Snacks,East,959,11272
458,Soda,South,167,49128
335,Juice,North,1395,39232
180,Soda,North,1589,25676
276,Beer,North,1340,26307
416,Beer,East,1435,34400
139,Beer,East,534,19693
181,Snacks,North,865,4271
261,Soda,South,1303,19145
212,Snacks,North,470,17567
188,Soda,East,1470,38015
111,Snacks,North,1786,27870
498,Beer,West,859,22323
462,Juice,South,460,11213
364,Snacks,West,371,24719
331,Snacks,East,352,49578
188,Juice,West,1548,32330
466,Juice,South,893,7258
315,Snacks,South,573,16465
148,Beer,West,500,21847
369,Beer,North,587,4505
488,Juice,West,1792,13185
481,Snacks,East,460,10477
403,Soda,West,1572,40082
412,Juice,West,158,37439
448,Soda,East,1236,33122
159,Juice,West,1086,42942
436,Snacks,West,1200,4983
345,Beer,East,807,24926
398,Juice,West,873,9036
313,Soda,West,1841,5983
181,Snacks,South,502,5895
446,Snacks,East,220,32267
163,Snacks,South,1959,11589
357,Soda,East,1282,40729
356,Juice,North,811,6972
217,Beer,South,388,40420
419,Beer,North,1925,45880
427,Soda,West,108,48035
440,Beer,North,556,20000
123,Juice,West,1341,44864
485,Soda,North,529,16264
335,Soda,West,718,24892
414,Juice,West,1590,2229
201,Snacks,North,994,36776
411,Juice,South,1073,35171
469,Juice,East,497,36788
104,Beer,South,932,26571
208,Beer,North,1628,19989
479,Beer,West,1651,5757
282,Snacks,North,1207,42336
218,Juice,East,262,17268
391,Beer,North,148,31382
427,Snacks,South,1344,15196
449,Beer,West,707,8170
282,Juice,South,1122,6186
237,Juice,West,224,48141
184,Juice,South,1587,47159
273,Soda,South,950,14456
151,Juice,North,854,27722
325,Juice,East,538,28629
325,Beer,South,1079,41538
231,Soda,North,1828,1286
283,Beer,West,603,3870
366,Snacks,West,1380,4122
204,Snacks,South,1540,49882
277,Soda,West,577,37774
288,Juice,East,1789,21385
250,Soda,North,777,21796
481,Juice,South,122,38701
212,Snacks,East,116,8285
385,Snacks,North,642,6402
222,Soda,North,1615,40723
187,Beer,South,76,20306
124,Snacks,West,1673,30695
129,Soda,North,1499,16939
266,Soda,North,625,11866
173,Snacks,West,483,22980
479,Juice,West,1880,38439
494,Beer,South,1464,13800
172,Beer,South,1402,19904
211,Juice,North,1729,36035
310,Snacks,West,105,41743
279,Snacks,South,316,13781
104,Juice,South,1466,30291
431,Snacks,West,818,22763
301,Beer,West,1885,1931
355,Soda,North,1620,47256
241,Beer,West,1669,11441
119,Beer,South,1252,4255
199,Beer,West,1849,41765
380,Snacks,East,1656,40392
268,Juice,North,598,1140
465,Snacks,West,150,28608
482,Juice,North,1541,39135
424,Soda,West,694,49794
332,Soda,East,1277,37565
190,Beer,South,1350,22496
357,Juice,South,517,42205
495,Beer,South,1590,32600
127,Snacks,North,72,33820
143,Juice,South,746,22834
240,Beer,South,376,34209
184,Snacks,North,626,776
398,Soda,North,970,33204
410,Beer,South,708,15054
491,Juice,West,1843,25446
479,Juice,East,1981,10791
419,Snacks,North,586,48826
472,Beer,East,429,21445
367,Soda,East,899,13591
396,Beer,North,175,47080
143,Beer,East,1744,25686
110,Juice,West,491,33335
374,Snacks,South,878,20204
480,Juice,West,93,2293
415,Soda,East,1850,17221
299,Beer,South,710,26549
298,Soda,North,1767,40236
220,Snacks,West,1432,21818
113,Snacks,South,248,34033
163,Beer,North,1726,32594
319,Snacks,West,1797,9308
251,Soda,West,702,24277
345,Beer,West,357,11002
485,Snacks,West,1869,19057
194,Soda,East,1430,43600
367,Beer,North,1162,11884
292,Snacks,South,1247,44411
157,Juice,North,1761,28662
193,Beer,East,1438,3219
397,Beer,East,523,18630
100,Juice,South,285,39735
461,Snacks,South,274,14597
427,Beer,North,409,34472
496,Soda,West,473,17471
305,Snacks,South,1064,34174
292,Beer,North,1127,45203
323,Soda,South,716,21497
137,Juice,East,384,18585
431,Soda,East,948,44521
407,Snacks,West,654,13373
210,Juice,West,144,14025
351,Soda,West,364,26325
435,Snacks,West,537,42598
183,Juice,South,1448,13043
463,Snacks,North,937,10313
259,Beer,East,1091,13193
254,Snacks,North,713,20473
197,Soda,East,878,7122
288,Snacks,South,686,48919
185,Snacks,South,935,16498
161,Juice,West,1002,36094
358,Snacks,South,1885,27461
180,Snacks,East,736,22891
481,Beer,West,270,41718
446,Beer,South,929,21732
458,Juice,South,1494,36966
465,Juice,South,86,15639
194,Soda,North,1402,10436
386,Juice,South,1743,14417
320,Snacks,North,1216,5137
291,Beer,West,1817,31793
269,Juice,North,1021,27878
157,Soda,East,1445,30302
142,Snacks,South,1966,26661
259,Soda,West,1562,8914
257,Soda,East,1996,5739
334,Soda,South,1376,13667
438,Soda,North,1632,7667
482,Snacks,East,1073,41316
400,Snacks,North,254,45827
493,Soda,South,320,36761
243,Snacks,East,231,36742
109,Juice,South,1782,12625
429,Snacks,East,1883,5095
447,Snacks,South,680,40002
367,Soda,North,623,4555
255,Snacks,West,330,30428
117,Juice,North,1085,4168
383,Snacks,West,1338,41071
330,Juice,East,686,45982
369,Snacks,South,907,36925
363,Beer,South,342,16861
455,Snacks,North,186,17382
358,Juice,West,246,47820
301,Juice,West,1768,44820
236,Juice,East,1887,42149
146,Soda,South,504,3848
162,Juice,West,1168,39821
176,Snacks,West,1309,44100
441,Beer,South,662,44678
220,Juice,North,56,39094
112,Soda,South,438,17461
489,Snacks,West,1198,33180
278,Juice,North,1282,49715
415,Soda,East,1788,9056
430,Soda,South,726,7060
256,Soda,South,1901,13405
115,Juice,North,1365,30696
345,Juice,West,1036,49292
291,Juice,North,562,8054
440,Beer,South,1579,24925
154,Beer,North,1714,13606
433,Snacks,North,767,27130
410,Snacks,East,550,36964
287,Soda,West,493,1712
268,Beer,North,525,46348
307,Juice,South,858,31050
108,Snacks,North,1522,6897
105,Juice,West,953,41189
201,Juice,West,1054,38898
245,Beer,South,90,19670
379,Snacks,West,428,36108
150,Soda,South,1948,30642
372,Snacks,West,1931,29399
327,Snacks,North,142,22931
376,Snacks,South,1177,31784
182,Beer,West,414,26380
417,Snacks,East,1314,24059
446,Soda,East,1333,25272
216,Snacks,South,1243,20958
174,Juice,East,307,16757
472,Soda,North,1323,32390
409,Snacks,North,1039,39350
494,Beer,West,1888,47295
270,Beer,North,965,42970
313,Beer,South,79,8403
476,Juice,North,1155,40633
310,Juice,West,335,38139
491,Beer,North,1951,3758
250,Juice,West,404,8824
339,Snacks,South,1330,38208
220,Snacks,East,1387,14994
408,Beer,North,1908,24448
314,Soda,West,584,3689
395,Snacks,South,1068,29556
364,Soda,East,990,36897
251,Juice,East,1305,20087
431,Juice,East,1479,45929
175,Snacks,North,354,48007
323,Snacks,East,424,9747
229,Juice,East,302,10836
350,Juice,East,1648,29043
425,Soda,North,865,22593
359,Snacks,South,1117,34150
416,Beer,East,1636,11126
304,Beer,South,1263,38183
225,Juice,East,801,12542
291,Beer,East,1792,27900
135,Juice,North,942,2732
140,Beer,East,602,36273
458,Juice,West,1537,18091
265,Juice,East,716,35185
437,Beer,South,529,31270
242,Snacks,West,659,3279
403,Juice,North,106,10741
452,Beer,West,1243,13888
333,Snacks,West,829,3542
327,Soda,West,1539,4050
290,Juice,West,899,48478
124,Juice,West,621,4994
359,Soda,South,625,45368
117,Juice,West,821,1562
219,Soda,South,1555,37909
452,Beer,South,1496,9433
183,Soda,South,1476,14901
312,Snacks,North,1948,18336
428,Beer,West,1775,18260
164,Soda,East,990,17266
466,Snacks,North,1134,30222
126,Soda,East,293,566
306,Snacks,West,464,20787
187,Soda,West,1250,13287
335,Juice,East,720,43381
149,Snacks,South,603,21734
282,Juice,West,993,1935
493,Juice,East,1093,34921
464,Snacks,North,1185,14801
332,Juice,East,773,40092
285,Beer,North,657,22373
188,Soda,North,1605,10324
486,Snacks,West,1089,26881
185,Beer,North,556,8752
203,Snacks,West,1130,12737
209,Soda,East,1348,39461
219,Snacks,South,784,4096
187,Soda,North,1086,5815
155,Beer,West,1832,42758
254,Snacks,South,1605,19147
189,Soda,North,412,22295
499,Juice,East,1405,28473
393,Juice,North,1506,45372
460,Beer,East,1312,11264
295,Beer,East,1483,23563
122,Beer,East,596,49825
182,Juice,East,1242,11621
283,Soda,West,1467,11345
306,Beer,West,381,1107
322,Soda,West,1063,14803
187,Soda,South,1353,8661
152,Beer,East,1274,29206
301,Beer,North,1065,23941
299,Juice,South,886,24770
294,Beer,South,1232,19723
103,Juice,South,1511,7545
460,Juice,South,1387,44695
120,Soda,North,147,18301
409,Juice,East,1901,13191
343,Soda,North,1950,36376
225,Juice,East,60,48738
464,Beer,South,1658,41947
300,Snacks,South,263,31444
151,Soda,West,89,33023
342,Beer,West,488,49492
310,Soda,South,480,21308
244,Juice,South,1037,33364
143,Soda,East,494,16307
206,Snacks,South,1793,30353
251,Beer,East,1659,38404
212,Soda,South,83,6166
489,Snacks,North,111,9115
322,Beer,South,1152,15238
254,Snacks,East,1027,18735
273,Soda,East,1246,41890
446,Snacks,North,656,2417
446,Juice,East,1590,46453
262,Soda,West,356,36025
284,Beer,North,402,28061
495,Juice,South,1131,20448
384,Soda,South,172,25916
412,Juice,South,1678,21518
297,Snacks,East,52,16129
154,Beer,South,1096,18518
170,Juice,South,1339,625
297,Snacks,South,864,32967
152,Snacks,West,1873,23149
113,Beer,West,1962,851
120,Soda,West,1121,41827
459,Beer,South,1996,48702
113,Beer,South,302,949
408,Snacks,East,1621,7672
214,Beer,East,1161,3568
451,Beer,East,359,13969
317,Soda,East,581,49887
482,Beer,South,1716,40924
294,Beer,East,246,7363
306,Snacks,North,1460,24844
440,Soda,South,985,21341
449,Beer,South,1324,34060
210,Soda,North,1901,2878
266,Soda,East,512,43828
200,Snacks,North,1452,6356
268,Beer,East,1783,37620
255,Juice,North,72,13986
357,Soda,South,749,35644
377,Snacks,East,1871,38670
335,Soda,East,1240,11033
227,Juice,East,1241,27526
451,Juice,South,1633,38084
222,Beer,East,1286,49279
288,Snacks,North,862,33845
435,Juice,East,86,5819
391,Soda,East,455,44564
436,Juice,South,1125,42991
404,Soda,North,1843,36038
358,Snacks,North,1087,23445
378,Beer,North,579,21777
456,Juice,East,1187,14087
330,Snacks,West,1251,36421
255,Snacks,West,832,39019
208,Juice,East,854,38138
460,Snacks,South,435,44284
427,Beer,South,168,18976
132,Beer,East,1948,9317
225,Juice,North,1925,45044
167,Juice,North,1403,43479
344,Snacks,East,1654,47328
426,Snacks,North,81,18753
366,Snacks,North,797,32571
235,Juice,West,802,14632
375,Juice,West,1386,14872
161,Soda,East,295,44551
270,Snacks,West,366,44882
202,Juice,West,822,35258
191,Soda,South,902,21165
174,Beer,East,1731,35947
213,Soda,South,865,13852
220,Beer,West,345,15769
313,Juice,West,117,8991
297,Snacks,North,913,17118
362,Beer,South,105,8578
237,Snacks,South,1973,46436
267,Snacks,East,706,32114
103,Beer,North,101,16278
300,Snacks,North,686,10766
201,Snacks,North,1520,46600
118,Snacks,West,987,39707
465,Snacks,West,1490,34025
121,Soda,West,1031,12319
458,Beer,South,1859,27981
228,Snacks,South,1484,36511
468,Snacks,East,177,39252
248,Juice,North,1024,32164
490,Juice,West,1518,24760
337,Beer,West,74,46287
106,Snacks,North,110,28296
432,Beer,West,955,48123
122,Juice,West,1409,4405
189,Juice,South,437,9578
117,Juice,South,689,48792
472,Soda,West,720,11649
170,Soda,West,1836,43925
165,Juice,South,849,19304
152,Juice,North,713,7775
291,Soda,North,364,1516
241,Juice,West,1987,1839
124,Juice,East,1958,11224
349,Soda,East,1677,43144
132,Soda,West,1276,8910
275,Soda,North,249,10213
138,Juice,East,754,27397
477,Juice,South,1959,31587
467,Snacks,East,947,1328
311,Juice,South,1990,45752
463,Juice,East,685,30869
232,Soda,North,165,8517
212,Beer,West,1755,47529
248,Juice,West,1039,4077
414,Juice,West,1574,19542
475,Juice,South,1712,24911
176,Snacks,West,1945,5305
113,Soda,East,458,12877
153,Snacks,North,614,13509
352,Snacks,West,1466,12689
272,Beer,South,219,26034
268,Juice,South,293,30291
191,Snacks,North,1869,36325
482,Snacks,North,1134,26829
228,Snacks,South,1132,47305
229,Soda,North,986,39701
171,Juice,East,124,1642
354,Snacks,East,1578,45162
240,Juice,West,419,41508
406,Juice,West,1286,48127
225,Beer,South,175,6793
350,Soda,South,1225,45000
101,Snacks,East,1650,811
109,Snacks,North,1793,13452
473,Beer,West,165,12213
385,Snacks,North,649,8686
323,Soda,West,1595,26740
164,Snacks,West,1553,21181
208,Soda,South,909,40809
399,Snacks,North,611,47253
141,Juice,South,1682,12152
358,Juice,North,813,9476
210,Beer,North,624,46196
127,Snacks,West,1671,961
150,Snacks,North,242,17913
470,Soda,West,404,40254
312,Snacks,West,107,39450
224,Beer,West,542,32174
368,Snacks,East,1277,17543
139,Juice,West,1577,40263
253,Beer,South,1375,20680
459,Juice,North,1418,33203
257,Beer,North,1357,8297
393,Beer,East,169,38428
460,Beer,East,1538,44650
465,Beer,East,257,2125
371,Soda,South,1809,13110
209,Beer,West,876,15641
333,Juice,East,1566,20188
410,Snacks,East,821,3609
276,Soda,North,1696,38671
226,Soda,North,1709,40189
179,Soda,East,730,28299
151,Snacks,North,1186,31025
404,Snacks,North,621,47195
403,Soda,West,1391,22695
429,Soda,East,1596,11107
181,Beer,East,581,7738
393,Beer,West,1291,714
372,Snacks,East,184,43346
140,Beer,East,400,39663
409,Juice,West,623,39138
395,Juice,West,1976,8601
386,Beer,East,1704,41349
445,Beer,North,1905,27067
253,Soda,West,1771,21334
331,Beer,West,693,6627
431,Juice,South,249,7684
245,Snacks,North,292,28095
390,Snacks,East,1215,18282
478,Soda,South,1322,16090
475,Snacks,South,903,26697
155,Beer,South,1736,35177
472,Soda,North,1930,18728
129,Beer,West,1877,18927
174,Snacks,East,1062,14713
151,Beer,North,1570,37045
295,Soda,South,139,5240
410,Soda,North,1865,5493
327,Juice,East,643,21681
237,Snacks,North,1094,12886
281,Beer,South,1136,42360
389,Juice,South,352,48018
290,Juice,West,374,11844
258,Snacks,North,832,2226
291,Beer,East,1803,2510
277,Snacks,West,309,15590
462,Beer,West,944,20285
136,Juice,East,1717,46911
323,Juice,East,1245,32361
259,Juice,North,675,30725
308,Beer,South,494,23232
390,Soda,West,1264,35756
348,Snacks,West,132,11451
284,Beer,North,203,39254
440,Snacks,South,483,11114
387,Snacks,North,466,32561
325,Juice,South,1973,38130
325,Snacks,East,1770,39799
107,Soda,North,1312,34225
122,Beer,East,1903,42376
322,Soda,North,151,32047
448,Soda,East,1929,37215
265,Juice,South,211,47682
374,Beer,South,1711,9173
400,Beer,South,1875,40073
135,Soda,West,691,47796
276,Beer,South,348,49913
287,Snacks,North,377,40006
411,Beer,South,1506,37235
419,Beer,West,582,12225
417,Snacks,East,1725,16412
326,Snacks,West,597,11923
158,Snacks,West,940,35766
356,Snacks,East,1842,6182
196,Beer,North,1581,1633
308,Juice,North,475,33347
348,Juice,South,1432,40952
432,Snacks,West,1217,38189
360,Beer,North,1634,39300
157,Beer,South,1591,43981
156,Beer,West,173,47203
269,Beer,West,786,24156
172,Beer,North,830,35377
489,Juice,South,222,23034
440,Soda,East,570,6768
121,Soda,West,788,38919
152,Soda,South,1741,14774
156,Snacks,East,1777,38755
481,Snacks,East,1491,47013
202,Juice,North,209,12602
211,Juice,East,1192,44114
406,Beer,West,1010,29604
360,Juice,West,920,17142
469,Snacks,South,138,20841
234,Juice,West,741,31667
419,Beer,North,1403,5153
284,Beer,North,499,39236
125,Beer,West,181,23910
124,Snacks,South,1610,31113
424,Soda,North,1665,20391
363,Soda,South,112,48664
108,Snacks,West,1881,24688
409,Beer,East,157,41398
319,Beer,North,1910,9123
375,Snacks,East,1769,43921
294,Soda,North,1736,10324
271,Beer,West,1669,34078
269,Beer,South,1460,6781
494,Soda,South,1457,12090
211,Snacks,South,370,44483
482,Juice,West,1055,41299
270,Beer,South,1967,25026
313,Soda,North,356,26595
491,Snacks,East,809,13622
273,Soda,West,330,30663
389,Soda,East,257,3797
167,Juice,North,858,7906
498,Beer,North,566,8865
245,Beer,East,789,32412
238,Beer,East,1265,46583
318,Juice,North,1719,16251
428,Soda,North,1661,26621
124,Snacks,North,1887,48740
351,Soda,North,968,40537
314,Beer,North,671,35832
264,Juice,East,215,31293
493,Soda,East,950,42061
180,Juice,West,1134,48740
407,Snacks,South,691,34371
176,Snacks,South,52,29614
423,Beer,East,696,43949
383,Juice,East,395,9604
257,Beer,South,1533,3855
273,Juice,South,483,27269
267,Juice,South,1005,36135
248,Snacks,West,1010,9261
242,Soda,North,754,27804
230,Soda,South,402,32958
436,Snacks,North,111,32981
196,Snacks,West,1383,39905
363,Juice,North,1318,9282
492,Soda,South,1048,36084
477,Beer,East,557,43860
445,Beer,West,102,15932
485,Soda,South,1594,32863
264,Soda,South,1714,35972
495,Soda,South,448,5058
118,Juice,South,1930,28407
382,Snacks,West,1181,32344
115,Snacks,South,853,30009
101,Juice,North,443,2954
109,Beer,South,1448,34897
205,Juice,West,1635,32628
116,Soda,East,1488,24560
303,Snacks,East,548,19632
106,Snacks,North,773,43401
300,Juice,North,118,34484
145,Snacks,South,525,32110
277,Juice,South,147,26924
109,Snacks,North,1688,36364
371,Juice,East,1943,1421
356,Soda,West,65,31951
236,Juice,South,1152,17400
112,Snacks,West,1818,20835
288,Juice,East,1816,28297
243,Juice,North,1371,19388
325,Snacks,East,459,40050
385,Soda,West,1743,29907
304,Juice,East,1331,11577
427,Beer,East,1284,33028
282,Beer,South,233,5876
110,Soda,North,1993,8837
468,Soda,West,244,20542
430,Snacks,West,89,36350
147,Snacks,South,752,35919
362,Juice,East,502,40191
356,Soda,West,1388,29763
186,Juice,South,1041,40425
131,Snacks,West,110,47293
417,Juice,South,1765,36077
242,Juice,South,528,12641
191,Juice,North,1917,18161
288,Soda,North,1820,42074
177,Beer,East,85,25979
432,Soda,South,1301,42461
133,Juice,West,592,31005
247,Snacks,East,1810,43649
217,Beer,South,1196,21372
123,Juice,East,312,19014
127,Juice,West,172,3925
366,Snacks,West,267,48482
342,Juice,North,1419,12185
313,Juice,East,325,49552
137,Beer,North,1171,11536
308,Soda,South,978,10467
313,Snacks,South,1540,28388
228,Snacks,West,962,8011
220,Snacks,South,1558,4701
311,Soda,East,55,26847
260,Soda,West,172,42605
208,Beer,West,1159,31481
164,Beer,East,1815,9461
163,Snacks,East,1576,42341
108,Soda,North,1154,35674
131,Beer,South,965,3858
409,Juice,West,411,5291
224,Soda,South,1499,7323
381,Juice,North,752,10367
417,Beer,North,1840,15596
208,Juice,West,90,26836
269,Beer,South,1803,30892
275,Snacks,South,1421,17250
489,Snacks,West,163,11424
344,Snacks,West,1950,4620
473,Soda,North,249,22149
355,Soda,West,1208,33937
385,Snacks,North,248,3333
331,Soda,South,206,2170
250,Beer,South,1396,26690
202,Juice,North,1985,6008
124,Beer,South,1584,36643
240,Snacks,West,1918,46427
252,Juice,North,1379,4983
372,Beer,South,899,41088
207,Juice,East,93,13798
126,Soda,East,1790,30813
238,Juice,South,1872,1293
233,Juice,West,372,49572
178,Snacks,North,271,14343
392,Soda,East,308,36563
323,Beer,West,651,7269
467,Snacks,North,1523,20440
315,Juice,East,664,22964
302,Beer,East,1043,1484
205,Juice,East,1431,32716
475,Juice,South,766,36008
264,Beer,South,892,36982
301,Juice,West,918,10120
414,Juice,North,1336,47902
109,Beer,South,76,25868
356,Beer,North,1080,14311
336,Snacks,East,1337,22370
151,Beer,South,405,10203
314,Snacks,East,603,42192
245,Beer,North,1294,16790
442,Snacks,South,1926,5682
360,Snacks,South,1227,29782
483,Juice,East,622,8262
457,Soda,West,325,13928
473,Beer,South,270,12226
322,Beer,North,1664,8461
472,Juice,South,1160,6490
202,Soda,East,1664,10166
311,Soda,North,100,17388
448,Beer,South,891,28484
147,Beer,East,1971,25681
388,Snacks,East,289,25365
284,Soda,West,1445,37596
202,Soda,East,177,31870
323,Snacks,East,847,45195
380,Snacks,West,278,4042
399,Beer,West,1420,26508
190,Soda,West,1986,39640
476,Juice,West,244,48192
210,Snacks,East,150,37254
421,Soda,North,1378,30176
227,Soda,East,1077,27413
350,Soda,East,846,12137
295,Soda,South,761,41456
252,Snacks,North,211,45365
378,Juice,East,1313,30395
455,Juice,South,442,13944
442,Snacks,North,1259,19253
219,Soda,North,1154,8537
476,Snacks,East,1659,45323
383,Snacks,North,1993,3289
363,Soda,South,1769,35651
